f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,target
72,96,76,72,95,0,0,0,2,3,76,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
72,78,76,74,94,2,0,0,0,55,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
77,77,76,71,94,0,3,0,38,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,104,118,71,94,0,0,0,0,0,0,7,0,0,0,41,16,0,0,0,0,0,0,0,0,0,0
90,88,76,71,94,0,0,37,10,2,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,91,78,71,94,0,0,0,3,1,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22,80,96,71,94,1,4,2,0,2,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,1
71,77,78,83,94,0,0,0,6,56,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,1
50,104,144,71,94,0,0,0,0,6,16,44,0,0,0,0,10,47,0,0,0,0,0,0,0,0,0
34,146,76,71,94,0,0,3,2,0,0,10,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0
97,77,76,73,96,0,1,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
61,77,76,71,94,37,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,79,76,71,94,0,3,0,12,57,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
90,77,76,71,94,0,79,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,88,76,71,94,0,4,17,2,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,149,76,71,94,0,0,0,23,23,0,0,8,67,0,0,0,0,0,0,0,0,0,0,0,0,0
109,77,76,71,94,76,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,95,76,71,94,0,1,8,0,0,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,84,76,71,94,2,1,0,3,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,77,113,88,94,0,0,0,28,21,0,0,0,0,0,0,0,0,35,5,0,0,0,0,0,0,0
71,112,81,71,94,0,0,0,2,19,42,20,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0
103,106,80,75,94,2,1,0,0,13,101,8,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
76,80,76,71,94,0,0,4,5,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,77,77,78,94,42,11,56,0,5,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
13,114,105,125,94,0,0,0,0,0,0,0,0,0,35,24,0,0,0,0,10,29,0,0,0,0,0
121,85,76,71,94,0,44,19,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,77,94,117,94,0,0,0,0,60,2,0,0,0,0,0,0,1,5,0,39,1,0,0,0,0,0
19,119,99,71,94,0,0,0,1,6,0,0,0,0,54,4,2,1,0,0,0,0,0,0,0,0,0
59,77,76,71,94,5,42,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,77,76,71,94,11,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
76,77,76,71,94,0,0,23,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,77,76,71,94,0,37,9,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,107,76,75,102,0,28,18,0,0,0,9,36,0,0,0,0,0,0,0,0,0,1,3,4,0,1
107,81,76,71,94,0,17,4,31,47,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
52,121,92,71,94,0,0,0,1,23,23,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0
97,95,113,130,94,0,0,31,31,0,17,28,0,0,0,0,0,0,0,47,21,0,0,0,0,0,0
68,78,76,72,94,0,0,3,26,26,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
59,80,78,71,94,37,11,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1
70,77,76,71,94,22,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,116,99,71,94,0,0,0,3,5,0,0,0,0,45,13,0,0,0,0,0,0,0,0,0,0,0
63,89,76,71,94,0,1,0,3,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,89,76,71,94,1,2,0,3,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,79,76,71,94,0,17,4,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,77,76,71,94,0,2,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,93,76,71,94,3,1,3,6,16,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,77,76,71,94,1,1,1,26,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,98,76,71,94,22,1,0,0,20,56,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,77,76,71,94,0,37,37,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,123,76,71,94,0,0,4,5,0,0,0,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0
94,90,79,71,94,55,24,0,0,0,0,7,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0
56,101,76,71,94,5,5,0,0,0,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,80,76,71,94,0,0,8,1,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,90,82,74,94,0,0,0,0,8,54,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1
74,77,76,71,94,0,0,2,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,77,76,72,96,0,0,0,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
60,92,76,71,94,0,2,1,0,1,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,77,76,71,94,40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,94,76,71,94,0,0,0,0,60,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,96,76,71,94,0,3,16,32,0,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,159,91,71,94,0,0,0,0,1,0,34,26,13,46,0,0,0,0,0,0,0,0,0,0,0,0
68,77,76,71,94,0,2,11,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,77,76,71,94,27,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,85,76,71,94,40,40,0,0,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,80,72,94,0,1,1,46,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1
137,78,76,71,94,0,0,62,63,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,94,0,0,1,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,93,76,71,94,0,0,0,43,19,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,93,76,71,95,0,0,0,43,19,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71,77,76,71,94,4,10,41,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,103,76,71,94,0,2,1,0,20,52,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,118,79,71,94,0,0,1,2,0,0,0,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0
59,77,76,76,95,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
92,114,76,72,94,0,0,0,0,4,85,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77,79,76,71,94,0,0,0,1,59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,153,76,71,94,0,0,0,0,0,3,58,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0
73,80,76,71,94,1,4,0,0,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,139,142,71,94,0,1,3,1,2,0,0,0,0,29,80,7,0,0,0,0,0,0,0,0,0,0
16,127,86,71,94,0,0,1,2,0,0,0,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0
68,88,76,71,94,7,2,0,0,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,102,117,71,94,0,0,1,34,14,0,0,0,0,0,44,14,0,0,0,0,0,0,0,0,0,0
13,187,130,71,94,0,0,0,0,0,0,0,0,47,50,51,6,0,0,0,0,0,0,0,0,0,0
24,118,78,71,94,0,0,3,2,7,0,0,0,39,5,0,0,0,0,0,0,0,0,0,0,0,0
99,92,76,71,94,0,0,0,37,25,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,95,76,71,94,2,0,0,0,74,4,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,1
103,177,76,71,94,0,0,0,0,73,6,14,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0
15,77,76,92,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,0,0
65,90,81,71,94,0,0,0,2,27,36,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,1
79,77,76,71,94,19,48,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,84,76,71,94,0,25,39,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
71,80,76,71,94,0,3,0,0,49,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,93,76,71,94,0,0,0,0,21,26,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,77,97,74,94,0,0,30,21,2,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,1
128,87,76,71,94,0,2,0,31,56,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,122,76,71,94,0,1,2,0,5,0,0,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0
76,79,82,76,94,0,2,0,3,55,8,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1
128,82,76,71,94,0,0,37,11,59,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,80,91,114,96,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,33,0,0,2,0,0,0
46,89,78,126,94,0,1,1,0,0,40,5,0,0,0,0,0,0,0,0,6,33,0,0,0,0,0
61,77,76,77,118,23,23,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
60,81,76,71,94,9,37,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,110,76,71,94,0,19,62,2,0,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,0,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,80,78,73,94,0,0,0,0,30,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
78,77,77,71,94,0,2,1,17,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
145,77,76,71,94,0,0,47,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,131,76,71,94,46,0,0,0,11,50,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0
115,77,77,72,94,0,42,5,56,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,83,76,71,95,0,20,46,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1
111,110,76,71,94,0,31,31,0,0,17,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,99,76,71,94,0,37,25,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173,77,76,71,94,18,42,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,105,76,71,94,0,3,4,1,0,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,78,76,72,172,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0
54,81,77,72,94,0,0,2,1,27,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
85,100,76,71,94,0,37,9,3,1,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,97,105,95,135,0,3,0,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,29,9,0,0
74,81,76,71,94,0,0,0,56,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
102,97,76,71,94,0,50,12,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,77,76,71,94,0,0,8,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,77,76,72,94,2,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
90,92,76,71,94,0,0,0,41,9,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,105,76,71,94,0,0,0,0,1,95,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,77,119,92,94,10,2,2,24,55,0,0,0,0,0,0,0,0,39,9,0,0,0,0,0,0,0
84,77,76,71,94,0,0,46,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,77,78,72,94,23,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
74,77,76,71,94,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,99,76,71,94,0,0,0,16,63,44,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,89,76,71,94,2,3,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,77,76,72,97,6,56,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
74,77,87,71,94,1,1,62,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1
29,111,142,72,94,0,2,1,0,0,0,13,31,0,0,0,20,37,0,0,1,0,0,0,0,0,0
45,107,87,71,94,0,0,0,0,0,12,50,1,1,2,0,0,8,0,0,0,0,0,0,0,0,0
74,77,76,72,94,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
75,77,76,71,94,0,0,0,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,131,76,71,94,0,19,30,0,4,57,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,76,71,94,0,0,3,0,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,98,102,71,94,0,0,45,80,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0
59,77,77,71,94,0,0,39,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74,81,83,71,94,6,56,0,0,0,0,4,2,0,0,0,4,2,0,0,0,0,0,0,0,0,1
22,77,79,138,94,0,1,8,0,0,0,0,0,0,0,0,2,0,0,0,0,45,0,0,0,0,0
59,124,76,71,94,5,2,0,0,0,38,8,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0
57,78,76,71,94,0,0,1,2,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,88,76,74,95,0,0,0,2,14,48,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
127,80,76,71,94,0,0,18,28,65,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,98,76,71,94,0,0,44,19,0,26,20,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
80,79,77,71,94,0,4,5,56,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
89,105,76,71,94,0,25,41,0,0,0,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,1,2,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,77,76,71,94,0,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,126,88,71,94,0,1,48,0,0,0,0,0,22,37,0,0,0,0,0,0,0,0,0,0,0,0
136,108,76,71,94,9,77,0,0,0,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,104,76,71,94,0,0,32,14,0,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,118,86,158,0,0,8,57,0,0,0,0,0,0,0,0,8,33,0,0,0,0,0,7,28,0
108,94,76,71,94,28,21,19,0,0,36,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,80,76,71,94,0,0,0,6,56,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,79,76,71,94,0,42,5,3,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
95,83,76,71,94,10,38,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,83,76,71,94,0,2,1,1,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,123,78,71,94,0,0,0,0,0,64,61,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
33,132,76,78,103,0,0,1,0,0,0,2,74,0,0,0,0,0,0,0,0,0,4,3,1,1,0
17,150,83,71,94,0,3,0,0,0,0,0,4,71,0,0,0,5,1,0,0,0,0,0,0,0,0
59,77,76,71,94,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,77,76,72,96,0,5,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
59,77,76,71,94,0,0,14,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,77,76,71,94,0,0,0,50,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,78,82,86,106,0,0,29,38,0,0,0,0,0,0,0,6,1,0,0,0,0,8,9,0,0,1
59,77,76,77,100,0,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1
19,115,119,71,94,0,4,2,0,0,0,0,0,0,11,63,0,0,0,0,0,0,0,0,0,0,0
60,98,120,72,94,0,0,1,0,12,49,0,0,0,0,0,38,4,2,0,0,0,0,0,0,0,0
72,112,107,78,94,50,12,0,0,0,0,0,0,0,26,33,0,0,0,0,5,0,0,0,0,0,0
45,108,105,71,94,0,0,0,0,0,44,2,0,0,0,36,7,0,0,0,0,0,0,0,0,0,0
78,109,90,71,94,0,4,2,0,63,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,1
148,77,76,71,94,2,1,24,74,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,118,98,74,94,0,1,1,0,0,1,0,0,0,49,10,0,0,0,0,0,2,1,0,0,0,0
67,95,76,71,94,0,2,1,2,1,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,91,76,72,96,1,2,0,0,0,34,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
13,125,160,71,94,0,0,0,0,0,0,0,0,0,38,36,9,33,0,0,0,0,0,0,0,0,0
130,77,76,74,94,0,6,81,37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
81,85,76,71,94,0,0,3,0,45,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,94,76,75,96,0,0,0,0,0,36,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
74,77,82,71,94,0,2,1,19,43,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1
122,88,76,72,123,2,1,50,14,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0
93,101,76,72,95,9,37,0,1,1,22,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
61,77,76,71,94,5,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,94,79,71,94,0,7,2,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1
158,77,76,71,94,5,98,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,81,76,71,94,0,0,0,41,39,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,79,76,71,94,0,0,0,62,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,77,76,71,94,0,23,24,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,83,81,73,100,0,0,0,3,46,16,0,0,0,0,3,3,0,0,0,0,0,0,1,4,0,1
88,77,76,71,94,0,1,3,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,144,94,71,94,0,0,0,0,0,0,0,18,26,29,14,0,0,0,0,0,0,0,0,0,0,0
132,77,76,71,94,19,44,31,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,94,31,31,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,94,77,72,94,0,0,0,0,2,20,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
53,89,76,71,94,0,0,0,3,7,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,77,108,93,94,0,0,0,5,44,2,1,0,0,0,0,0,0,21,20,0,0,0,0,0,0,0
117,192,80,71,94,40,40,0,0,0,0,50,26,63,12,0,0,0,0,0,0,0,0,0,0,0,0
130,88,76,72,95,56,49,11,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,88,76,71,94,0,0,0,2,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,81,76,71,94,0,32,14,0,9,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,79,76,71,94,0,32,58,10,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,102,76,71,94,0,0,0,43,21,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,77,76,116,108,0,0,79,0,2,1,0,0,0,0,0,0,0,0,0,0,8,31,0,0,0,0
18,81,147,71,94,2,0,2,1,0,0,0,0,0,0,0,18,43,0,0,0,0,0,0,0,0,0
133,77,76,71,94,24,80,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,95,76,71,94,0,0,0,0,1,27,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,84,148,71,94,0,0,23,23,0,0,0,0,1,0,0,27,36,0,0,0,0,0,0,0,0,0
68,164,99,71,94,0,0,0,14,32,0,4,40,2,73,0,0,0,0,0,0,0,0,0,0,0,0
15,77,85,147,129,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27,12,2,35,0,0,0
49,94,76,71,94,1,1,0,0,0,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,77,121,89,94,37,10,4,2,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
65,92,76,71,94,22,1,1,2,0,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,95,76,71,94,0,19,34,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,77,76,72,97,0,3,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
59,77,79,74,94,32,16,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1
71,107,76,71,94,3,0,0,18,28,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,89,76,71,94,0,0,0,41,5,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,78,76,71,94,0,55,24,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,120,76,71,94,2,1,0,43,19,0,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,173,87,71,94,0,0,0,0,0,0,9,36,41,34,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,6,58,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,77,76,73,100,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
117,79,76,71,94,0,59,49,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,102,76,71,94,0,28,18,0,0,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,77,76,71,94,32,50,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,77,76,71,94,40,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,87,76,71,94,32,14,9,37,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,113,76,71,94,0,0,0,15,34,1,1,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
63,77,76,71,94,23,23,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,102,76,82,160,0,0,0,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0
74,79,76,71,94,1,2,19,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
173,77,76,71,94,0,0,0,95,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,87,76,71,94,0,3,9,37,25,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,77,72,94,0,0,16,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
54,89,76,71,95,0,0,0,0,10,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
84,95,76,71,94,0,1,2,18,28,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,89,76,71,94,0,2,2,2,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,78,78,72,94,12,50,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
72,79,76,72,95,0,0,2,0,53,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,113,77,71,94,0,0,0,0,0,0,20,25,7,1,0,0,0,0,0,0,0,0,0,0,0,0
91,77,76,79,94,17,4,6,56,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
20,100,119,71,94,0,3,3,2,0,0,0,0,0,0,37,21,0,0,0,0,0,0,0,0,0,0
59,77,76,71,94,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,92,76,71,94,0,0,0,2,2,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,116,82,71,94,1,2,0,0,0,0,0,0,28,16,1,0,0,0,0,0,0,0,0,0,0,0
52,85,76,77,105,1,2,0,0,13,34,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,1
65,112,76,71,94,0,0,32,14,1,0,0,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0
67,84,76,71,94,0,0,0,2,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,96,76,71,94,0,1,15,50,2,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,77,76,71,94,0,23,60,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,97,78,73,94,0,0,0,0,0,8,37,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1
80,77,86,71,94,0,2,69,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1
109,102,76,71,94,2,2,1,0,57,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,77,76,71,94,4,2,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,97,78,71,94,0,0,6,2,3,39,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
41,116,79,71,97,1,2,3,0,0,0,34,26,0,2,3,0,0,0,0,0,0,0,0,1,1,0
