lineNo,assgNo,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,target
10050.0,307.0,1,0,80.0,139.0,139.0,259.0,95.1315,312.9077,77.7817,21.783,38.0296,139.0,139.0,0.0,0,0.0,0.1452,0.2672,0.027,5,3,1
6146.0,181.0,1,0,259.0,139.0,298.0,80.0,366.1291,129.5782,457.526,89.244,49.3077,298.0,149.0,0.0,0,0.0,0.0756,0.0816,0.0349,5,1,1
9283.0,289.0,1,1,99.0,100.0,100.0,139.0,430.0291,183.7621,552.2327,125.001,122.6469,80.0,80.0,3160.0,1,438.0,0.2182,0.1557,0.0039,6,1,0
882.0,27.0,1,0,179.0,139.0,139.0,219.0,164.0732,274.5656,213.0,56.4624,51.4198,139.0,139.0,0.0,0,278.0,0.1469,0.1469,0.0324,1,1,1
8649.0,275.0,1,0,99.0,80.0,80.0,179.0,280.8247,283.004,251.1613,25.9615,44.3847,80.0,80.0,0.0,0,0.0,0.0073,0.0918,0.0108,1,4,1
4576.0,142.0,1,1,179.0,139.0,139.0,139.0,561.0893,182.654,602.2242,39.2747,40.1995,139.0,139.0,0.0,0,0.0,0.0487,0.1072,0.01,7,1,0
7126.0,217.0,1,0,80.0,139.0,139.0,139.0,341.1323,144.4412,349.4639,12.3491,15.2069,139.0,139.0,0.0,0,0.0,0.1916,0.1726,0.0362,4,2,0
6135.0,181.0,1,0,119.0,159.0,159.0,239.0,291.8604,560.0116,258.0271,37.1652,41.4307,159.0,159.0,0.0,0,0.0,0.0376,0.1366,0.0186,1,5,0
10686.0,328.0,1,1,0.0,238.0,238.0,199.0,865.3843,141.2869,917.848,113.0277,87.0244,278.0,139.0,0.0,0,0.0,0.0277,0.0482,0.0276,1,1,1
5608.0,167.0,1,1,139.0,338.0,338.0,80.0,274.5551,307.0818,309.414,40.7983,21.5523,338.0,338.0,0.0,1,755.0,0.35,0.1745,0.0227,1,5,0
3168.0,97.0,1,1,0.0,159.0,159.0,179.0,0.0,78.8495,0.0,24.9098,28.0401,159.0,159.0,0.0,1,1074.0,0.7921,1.1726,0.0307,2,1,0
1201.0,37.0,1,0,199.0,239.0,239.0,80.0,424.2717,174.5236,476.1197,53.2541,63.8847,239.0,239.0,0.0,0,0.0,0.1803,0.1793,0.0296,8,2,1
6773.0,203.0,1,1,99.0,179.0,179.0,139.0,557.0613,189.6905,714.0063,159.0739,136.7708,179.0,179.0,0.0,0,358.0,0.0179,0.1124,0.0184,4,1,0
1644.0,50.0,1,0,159.0,239.0,239.0,278.0,194.6645,191.0026,265.9361,80.5993,78.9763,239.0,239.0,0.0,1,478.0,0.2126,0.6131,0.0547,1,1,0
8272.0,258.0,1,0,99.0,100.0,100.0,139.0,72.94,162.1496,74.3236,43.4166,63.7279,100.0,100.0,0.0,0,0.0,0.0714,0.1534,0.0163,6,1,0
7903.0,244.0,1,0,238.0,80.0,80.0,238.0,332.9869,290.8006,211.9104,111.904,85.6767,80.0,80.0,0.0,0,0.0,0.3273,0.2868,0.0359,5,3,1
7180.0,219.0,1,0,219.0,139.0,139.0,179.0,52.9741,188.2817,97.8621,59.4138,53.528,139.0,139.0,0.0,0,0.0,0.6561,0.6561,0.0221,10,1,1
8472.0,267.0,1,0,179.0,179.0,179.0,179.0,168.8379,137.5082,175.1913,23.585,40.9207,179.0,179.0,0.0,0,0.0,0.2162,0.2242,0.0356,4,1,1
10771.0,332.0,1,0,139.0,139.0,139.0,179.0,159.5125,330.2128,152.4729,26.2774,11.7154,139.0,139.0,0.0,1,0.0,0.314,0.2635,0.031,2,4,0
6730.0,201.0,1,0,99.0,80.0,80.0,139.0,147.3516,94.9658,47.1699,97.2754,82.5545,80.0,80.0,0.0,0,0.0,0.0209,0.0209,0.0497,4,2,1
6225.0,183.0,1,0,99.0,139.0,139.0,159.0,258.1342,279.4875,200.5642,56.0357,54.6855,139.0,139.0,0.0,0,0.0,0.0221,0.2516,0.0133,6,5,1
8598.0,273.0,1,1,258.0,99.0,99.0,219.0,817.2033,150.1541,826.9123,19.8116,49.2062,139.0,139.0,0.0,0,0.0,0.1907,0.2002,0.0234,2,1,1
6315.0,186.0,1,0,258.0,139.0,139.0,80.0,300.6996,335.0082,258.4357,46.1736,62.8351,139.0,139.0,0.0,0,0.0,0.289,0.3765,0.0707,2,3,1
3438.0,105.0,1,1,139.0,179.0,259.0,219.0,496.3839,384.5939,584.5083,86.0015,93.1719,337.0,168.5,0.0,0,1192.0,0.1443,0.1958,0.0767,3,1,0
10014.0,306.0,1,1,99.0,179.0,179.0,179.0,163.0598,253.0005,48.0416,121.3425,130.7765,159.0,159.0,278.0,1,2622.0,0.1875,0.191,0.0106,4,2,1
3629.0,112.0,1,0,139.0,100.0,100.0,179.0,324.0062,402.4665,230.6708,95.1236,106.4202,100.0,100.0,0.0,0,0.0,-0.0595,0.614,0.0309,7,3,0
8052.0,250.0,1,0,358.0,99.0,99.0,139.0,151.0828,518.5022,135.5913,28.8444,25.3476,99.0,99.0,0.0,0,0.0,0.1718,0.3408,0.0174,7,3,0
5553.0,166.0,1,0,159.0,239.0,239.0,159.0,79.1344,211.2865,53.6004,36.2215,48.8365,239.0,239.0,0.0,0,0.0,0.166,0.166,0.0179,2,3,1
2287.0,73.0,0,1,339.0,20.0,20.0,239.0,158.2948,168.6179,219.4767,59.3507,59.2558,20.0,20.0,6098.0,1,259.0,0.1097,-0.3453,0.0012,5,3,1
5340.0,161.0,1,0,159.0,278.0,278.0,159.0,410.1756,226.8447,357.0056,51.5388,58.3802,278.0,278.0,0.0,0,0.0,0.1292,0.1357,0.0335,3,4,0
10224.0,311.0,1,0,119.0,80.0,80.0,99.0,180.0062,461.1196,149.2716,36.5308,45.0139,80.0,80.0,99.0,0,0.0,0.1472,0.1767,0.01,5,5,0
384.0,11.0,1,1,80.0,139.0,139.0,159.0,130.0548,296.5034,71.7008,54.6008,58.6366,219.0,219.0,9785.0,0,219.0,0.0859,0.0854,0.0202,7,2,0
4550.0,142.0,1,1,0.0,219.0,219.0,199.0,0.0,264.6531,0.0,77.5387,76.3692,219.0,219.0,338.0,0,0.0,-0.0293,0.1347,0.0157,4,4,1
10163.0,310.0,0,1,99.0,99.0,99.0,139.0,453.7744,148.6178,403.3175,54.6466,58.0452,99.0,99.0,0.0,0,0.0,0.1987,0.4172,0.0127,2,6,0
3319.0,101.0,1,0,80.0,80.0,298.0,99.0,287.4182,203.6989,354.8309,66.5902,60.4194,298.0,99.3333,0.0,0,0.0,0.245,0.5545,0.0769,2,1,0
10084.0,308.0,1,0,80.0,179.0,179.0,99.0,131.4002,130.1163,66.4831,62.5979,69.4262,179.0,179.0,0.0,0,0.0,-0.0023,-0.0043,0.0192,4,5,0
571.0,18.0,1,0,139.0,119.0,119.0,119.0,161.6447,122.4847,128.1405,43.8463,28.3593,119.0,119.0,0.0,0,0.0,0.0983,0.1538,0.0196,8,3,0
7088.0,215.0,1,0,80.0,199.0,199.0,159.0,354.4929,857.5036,406.7677,49.7041,45.0111,199.0,199.0,0.0,0,0.0,0.1268,0.4063,0.0359,8,1,0
5947.0,177.0,1,0,179.0,298.0,298.0,159.0,278.5687,130.384,355.8441,75.738,79.555,298.0,298.0,0.0,0,0.0,0.2091,0.1946,0.0466,2,1,0
4967.0,151.0,1,0,80.0,119.0,119.0,80.0,24.4591,118.0953,10.4403,17.7341,14.5,119.0,119.0,0.0,0,119.0,0.2886,0.4046,0.0172,9,2,0
1631.0,50.0,1,0,99.0,219.0,219.0,318.0,145.994,151.4001,102.4207,48.585,38.4708,219.0,219.0,0.0,0,0.0,0.0446,0.1491,0.0501,6,2,0
1696.0,52.0,1,1,119.0,258.0,258.0,119.0,110.0659,151.4414,78.2304,65.5934,66.9048,179.0,179.0,0.0,0,0.0,0.1871,0.1646,0.0157,8,2,0
6699.0,200.0,0,0,139.0,139.0,219.0,119.0,184.6652,200.2255,98.0051,91.0082,74.6676,219.0,109.5,0.0,0,0.0,0.0165,0.2751,0.0485,4,2,0
2716.0,82.0,0,1,199.0,100.0,100.0,319.0,326.5061,256.5239,388.2396,63.0635,60.3842,359.0,359.0,0.0,0,718.0,1.598,2.582,0.1169,2,2,0
9242.0,289.0,1,0,99.0,80.0,80.0,239.0,1210.1407,21.8289,265.9624,8.3815,14.5774,80.0,80.0,358.0,0,199.0,0.4197,0.3817,0.0039,10,3,1
5667.0,168.0,1,0,199.0,179.0,398.0,179.0,293.5209,141.5141,179.0447,111.9431,75.2396,398.0,199.0,0.0,0,0.0,0.147,0.1315,0.0382,2,5,1
5530.0,165.0,1,0,80.0,199.0,279.0,139.0,185.6192,223.0454,230.3584,53.9838,47.8774,279.0,139.5,0.0,0,0.0,0.0585,0.2825,0.0291,7,1,1
5091.0,154.0,1,1,139.0,477.0,616.0,139.0,228.8154,80.1311,301.1063,75.6439,73.1608,99.0,99.0,0.0,1,99.0,0.1378,0.1378,0.0115,3,1,1
10018.0,306.0,1,1,179.0,80.0,80.0,139.0,202.9495,170.5007,124.1974,80.2574,80.3197,159.0,159.0,0.0,0,1272.0,0.1525,0.193,0.0106,5,3,0
6825.0,204.0,1,0,80.0,80.0,80.0,119.0,208.1736,184.5332,189.156,48.4381,45.6508,199.0,199.0,577.0,1,439.0,0.3074,0.3229,0.0412,1,2,0
5585.0,166.0,1,0,179.0,80.0,80.0,139.0,420.9825,394.5155,484.4337,72.8097,54.1503,80.0,80.0,0.0,0,0.0,0.269,0.162,0.006,9,5,1
10117.0,309.0,1,0,179.0,259.0,259.0,199.0,168.6453,143.1477,122.0656,56.4026,81.391,259.0,259.0,199.0,0,0.0,0.1032,0.0882,0.0307,1,2,1
7519.0,229.0,1,0,139.0,139.0,139.0,119.0,150.9205,262.7818,69.3758,80.7248,91.5014,676.0,225.3333,0.0,0,1491.0,0.1432,0.1432,0.0972,1,5,0
6885.0,207.0,1,0,100.0,119.0,119.0,139.0,230.4566,144.5415,265.9944,35.7946,41.7642,119.0,119.0,0.0,0,0.0,-0.1466,0.4069,0.0402,8,2,0
640.0,21.0,1,0,139.0,99.0,99.0,338.0,307.0102,821.5024,235.0085,69.5881,81.5552,99.0,99.0,0.0,0,0.0,-0.0544,0.0821,0.0092,10,3,1
5209.0,157.0,0,1,239.0,179.0,179.0,159.0,177.0254,477.256,193.3106,48.9336,16.0078,99.0,99.0,0.0,0,0.0,0.1398,0.3413,0.0102,6,6,0
8823.0,279.0,1,0,139.0,139.0,139.0,99.0,36.0139,251.2195,124.4869,87.5471,84.7732,139.0,139.0,0.0,1,139.0,0.1708,0.1708,0.0173,3,2,0
3201.0,98.0,1,1,179.0,458.0,458.0,518.0,113.7948,331.7699,245.9309,126.0198,129.0446,159.0,159.0,2728.0,0,219.0,0.9836,0.7796,0.0112,2,3,1
824.0,24.0,1,0,139.0,239.0,239.0,179.0,214.2574,142.8863,157.8132,53.0212,7.433,398.0,199.0,775.0,0,0.0,0.1226,0.1881,0.044,3,5,0
680.0,22.0,1,1,179.0,298.0,298.0,199.0,233.2349,541.0501,232.9571,29.0043,38.5032,298.0,298.0,99.0,1,1113.0,0.0581,0.1466,0.0179,1,5,1
10499.0,321.0,1,0,80.0,80.0,80.0,99.0,161.834,51.58,158.5213,18.5068,5.5902,80.0,80.0,99.0,0,0.0,-0.1303,0.3742,0.008,5,4,1
7691.0,237.0,1,1,0.0,119.0,199.0,99.0,0.0,92.1263,0.0,105.9835,115.9321,199.0,99.5,0.0,0,0.0,0.2086,0.2521,0.1022,1,1,0
10479.0,320.0,1,0,99.0,80.0,160.0,199.0,383.4169,93.5481,433.5262,53.9282,60.407,160.0,80.0,0.0,0,0.0,0.0162,0.1647,0.0494,6,1,0
1547.0,46.0,0,1,139.0,139.0,139.0,99.0,57.9763,118.2582,37.2156,49.2164,43.4626,139.0,139.0,0.0,0,0.0,0.3311,0.3311,0.0357,1,3,0
7023.0,213.0,0,1,99.0,80.0,80.0,199.0,199.9762,239.2995,187.0722,12.3693,16.6208,80.0,80.0,0.0,0,0.0,0.0703,0.1428,0.0163,3,2,0
651.0,21.0,0,1,119.0,219.0,398.0,159.0,533.271,160.0383,635.1331,102.3132,88.5268,398.0,199.0,0.0,1,796.0,0.0841,0.0651,0.0369,2,1,0
8145.0,254.0,1,0,139.0,139.0,139.0,119.0,54.5367,70.8308,64.0703,36.0902,56.2694,139.0,139.0,0.0,0,0.0,0.1469,0.2469,0.0274,10,1,0
2407.0,76.0,1,1,139.0,418.0,418.0,219.0,755.7508,154.6367,840.2006,78.7433,115.9526,418.0,418.0,1593.0,0,0.0,0.4662,0.8567,0.0467,3,1,1
3853.0,124.0,1,0,0.0,80.0,457.0,119.0,0.0,433.7594,0.0,156.5,162.9801,457.0,114.25,0.0,0,0.0,0.1263,0.3448,0.0608,5,6,1
6206.0,183.0,1,0,139.0,159.0,298.0,219.0,107.6673,571.4169,126.321,28.3637,169.9559,298.0,149.0,0.0,0,0.0,0.1766,0.1766,0.0286,2,4,1
1735.0,54.0,1,1,99.0,80.0,80.0,99.0,131.8797,225.2204,67.1193,65.7001,69.7209,219.0,219.0,0.0,0,0.0,0.1104,0.3378,0.0361,7,2,0
3264.0,99.0,1,1,298.0,139.0,139.0,119.0,87.9233,55.9151,63.1348,36.0902,27.0647,139.0,139.0,0.0,0,0.0,0.275,0.2765,0.0198,9,2,0
2520.0,78.0,1,0,379.0,279.0,279.0,339.0,420.5048,429.2528,383.0117,43.3503,16.4469,279.0,279.0,0.0,0,399.0,1.0915,1.0005,0.007,8,4,1
4228.0,134.0,0,1,179.0,99.0,238.0,219.0,138.8254,809.7711,33.2415,109.1788,181.0041,238.0,119.0,1612.0,0,0.0,0.005,-0.039,0.0123,4,6,0
5031.0,153.0,1,0,80.0,199.0,199.0,119.0,158.7278,99.5038,88.6002,76.1577,83.9524,199.0,199.0,0.0,0,0.0,0.2806,0.3621,0.0166,8,5,0
6798.0,203.0,1,0,80.0,99.0,99.0,119.0,86.9037,146.1651,100.3045,48.8109,112.6344,419.0,139.6667,0.0,1,0.0,0.2489,0.2624,0.043,9,5,0
6063.0,179.0,1,0,179.0,278.0,278.0,159.0,165.9187,166.0271,217.8095,55.4707,50.2121,278.0,278.0,0.0,0,0.0,0.1016,0.2841,0.0298,7,1,0
160.0,5.0,1,1,278.0,397.0,397.0,99.0,116.4174,80.0765,134.3577,71.5681,81.4448,397.0,397.0,0.0,0,298.0,0.132,0.1855,0.0355,9,1,0
5634.0,167.0,1,0,238.0,139.0,139.0,179.0,65.192,96.5829,34.0588,33.541,38.0526,199.0,199.0,378.0,0,199.0,-0.0445,0.0795,0.0134,4,6,0
5888.0,175.0,1,0,139.0,199.0,199.0,139.0,414.2855,189.3198,364.2321,50.2245,59.0021,199.0,199.0,0.0,0,0.0,0.1775,0.122,0.0329,2,5,1
10732.0,330.0,1,0,159.0,119.0,218.0,219.0,91.7674,284.029,99.0051,44.5112,130.9895,218.0,109.0,0.0,0,0.0,0.399,0.368,0.0461,1,3,1
1203.0,37.0,1,0,80.0,179.0,179.0,199.0,66.2212,276.0349,36.6197,47.016,46.6154,179.0,179.0,0.0,0,0.0,0.1803,0.1793,0.0222,8,4,1
9150.0,287.0,1,0,358.0,179.0,179.0,80.0,88.6143,513.5197,146.0856,54.037,127.7155,437.0,218.5,0.0,1,437.0,0.1542,0.1812,0.0447,4,1,0
260.0,8.0,1,0,0.0,139.0,139.0,238.0,0.0,145.0078,0.0,85.4196,86.419,139.0,139.0,0.0,0,0.0,-0.0881,0.0959,0.0279,1,1,0
3022.0,92.0,1,0,279.0,379.0,379.0,339.0,65.7305,165.0242,102.5914,22.8035,22.2092,379.0,379.0,0.0,0,0.0,0.7296,1.1966,0.0499,5,3,0
6694.0,200.0,1,0,99.0,80.0,80.0,139.0,505.1309,540.389,452.0398,47.8174,43.3417,80.0,80.0,0.0,0,0.0,0.0645,0.0165,0.0177,2,6,1
2823.0,86.0,1,0,239.0,359.0,359.0,239.0,485.4083,321.4129,553.0796,49.5707,80.4767,359.0,359.0,0.0,0,0.0,1.5692,0.9667,0.0408,3,1,1
5589.0,166.0,1,0,99.0,80.0,80.0,139.0,73.2888,119.6046,45.2217,37.054,51.6188,80.0,80.0,0.0,1,0.0,0.275,0.162,0.006,10,8,0
6116.0,180.0,1,0,119.0,99.0,238.0,99.0,50.3438,314.8575,100.2397,36.4177,43.2897,238.0,119.0,0.0,0,0.0,0.2301,0.3966,0.023,8,1,1
8441.0,266.0,1,0,179.0,219.0,219.0,179.0,211.9257,95.8188,275.0,62.1691,56.7671,219.0,219.0,0.0,0,0.0,-0.0343,0.0437,0.0401,3,1,1
6703.0,200.0,0,0,99.0,99.0,99.0,139.0,321.3973,300.5004,389.3289,79.1865,63.1051,99.0,99.0,338.0,0,99.0,-0.0029,0.2751,0.0219,4,6,0
114.0,4.0,1,0,179.0,219.0,219.0,139.0,480.3543,311.137,380.0329,98.0434,96.5013,219.0,219.0,0.0,0,657.0,0.0895,0.147,0.0276,8,5,1
4827.0,148.0,1,1,159.0,119.0,119.0,100.0,158.5386,164.5615,107.0747,77.5403,72.624,199.0,199.0,0.0,0,199.0,0.2601,0.1606,0.0113,9,2,1
6120.0,180.0,1,0,99.0,159.0,159.0,119.0,228.6941,91.6652,95.0842,132.6216,127.501,159.0,159.0,0.0,0,0.0,0.2576,0.3966,0.0154,8,4,1
10021.0,306.0,1,0,80.0,139.0,139.0,139.0,551.6965,464.9172,678.8225,126.3616,134.9518,99.0,99.0,0.0,0,792.0,0.0965,0.2265,0.0066,6,1,1
2875.0,87.0,1,1,0.0,199.0,199.0,199.0,146.237,84.257,267.5407,128.7245,119.0599,319.0,319.0,618.0,0,319.0,1.5457,1.9487,0.0409,2,1,0
6306.0,185.0,0,1,139.0,119.0,119.0,179.0,166.1942,111.6882,97.4987,118.6971,78.0144,298.0,149.0,1849.0,0,239.0,0.1625,0.073,0.0441,3,2,0
4659.0,144.0,1,0,179.0,179.0,358.0,139.0,172.0589,643.5441,100.08,65.1959,152.6434,358.0,179.0,0.0,0,716.0,-0.0238,-0.1043,0.0391,2,6,1
2874.0,87.0,0,1,359.0,179.0,179.0,199.0,1107.6039,146.237,155.129,59.4138,69.3992,219.0,219.0,638.0,1,796.0,1.5457,1.9487,0.0281,2,3,0
10477.0,320.0,1,0,139.0,119.0,298.0,99.0,469.3533,317.7373,527.856,69.9035,126.7843,298.0,149.0,0.0,0,0.0,0.2597,0.0542,0.0919,4,1,1
8836.0,279.0,1,0,119.0,139.0,139.0,80.0,485.7227,195.0923,581.5445,105.3055,96.5829,139.0,139.0,0.0,0,0.0,0.0663,0.0543,0.0173,5,1,0
4214.0,134.0,1,0,219.0,199.0,378.0,179.0,142.8863,543.5301,54.3415,90.1388,193.9826,378.0,189.0,0.0,0,0.0,0.2075,0.2075,0.0195,1,5,1
8593.0,273.0,1,0,99.0,219.0,219.0,298.0,66.7271,168.5007,106.6771,40.0406,49.135,219.0,219.0,0.0,0,0.0,-0.0778,0.2002,0.0368,1,1,0
602.0,19.0,1,0,80.0,100.0,100.0,139.0,280.2789,88.8651,145.0138,131.4772,111.072,100.0,100.0,0.0,0,100.0,0.0113,0.3303,0.0225,6,4,0
9364.0,290.0,1,0,100.0,99.0,99.0,99.0,125.6831,100.927,178.0,51.4417,71.007,99.0,99.0,99.0,0,0.0,0.2062,0.2407,0.0144,9,2,0
1822.0,57.0,1,1,99.0,219.0,438.0,139.0,131.9185,56.0803,108.706,67.9577,75.5844,438.0,219.0,478.0,1,955.0,0.0259,0.0524,0.0489,2,1,1
10243.0,311.0,1,0,99.0,99.0,238.0,159.0,243.4938,607.2967,205.5262,46.0896,172.5587,238.0,119.0,0.0,0,0.0,0.1147,0.2242,0.0299,9,5,1
9530.0,294.0,1,0,80.0,199.0,199.0,199.0,501.6435,429.9006,464.6396,69.694,57.9871,199.0,199.0,0.0,0,0.0,0.1761,0.2606,0.0334,1,4,1
660.0,21.0,1,1,258.0,179.0,179.0,179.0,78.8432,156.0008,118.4441,80.5248,75.5993,179.0,179.0,0.0,0,0.0,0.0971,0.2221,0.0166,6,1,1
5994.0,178.0,1,0,239.0,99.0,99.0,199.0,51.7228,190.1328,113.2519,58.258,38.9679,99.0,99.0,0.0,1,992.0,0.0081,0.2071,0.0074,3,1,0
3067.0,93.0,0,1,219.0,219.0,219.0,239.0,184.359,132.8345,117.8346,68.9964,82.5136,219.0,219.0,0.0,0,438.0,-0.0379,-0.0379,0.0166,4,6,0
8395.0,264.0,1,1,99.0,159.0,159.0,99.0,99.3227,628.2653,98.4733,144.261,150.4635,179.0,179.0,0.0,0,0.0,0.0552,0.1682,0.0404,3,1,0
1827.0,57.0,1,0,99.0,179.0,179.0,219.0,77.4355,57.0351,46.5296,25.318,30.5041,199.0,199.0,418.0,0,577.0,0.0238,0.1729,0.0222,3,5,0
10332.0,315.0,0,1,100.0,80.0,179.0,139.0,167.0464,90.312,182.0989,11.7686,61.3861,179.0,89.5,0.0,0,0.0,-0.0707,0.2028,0.0238,5,6,1
6355.0,187.0,1,0,159.0,119.0,119.0,139.0,399.7312,256.002,567.3738,181.8969,184.1738,119.0,119.0,536.0,0,298.0,0.2145,0.253,0.0175,10,2,1
7671.0,236.0,1,1,159.0,99.0,99.0,159.0,213.6428,573.0218,133.8245,92.9624,95.0789,159.0,159.0,1512.0,0,239.0,0.1821,0.2906,0.0159,9,6,0
7289.0,223.0,0,1,139.0,99.0,715.0,0.0,585.7184,0.0,570.3122,46.4462,42.1456,715.0,357.5,0.0,0,0.0,0.5463,0.5463,0.1713,3,1,0
10723.0,329.0,1,0,139.0,238.0,238.0,139.0,129.3957,304.0695,273.3093,191.9753,179.5007,238.0,238.0,0.0,0,0.0,0.177,0.3065,0.0419,7,1,1
9254.0,289.0,1,1,219.0,199.0,358.0,139.0,303.4555,53.6004,344.3719,38.513,36.0902,99.0,99.0,12364.0,0,2640.0,0.0732,0.2227,0.0048,3,2,1
3460.0,106.0,1,0,119.0,258.0,258.0,119.0,116.2755,102.0196,66.1287,62.1631,68.6167,119.0,119.0,199.0,0,119.0,0.5288,0.3328,0.0327,3,2,0
9095.0,286.0,1,0,179.0,99.0,99.0,139.0,161.0256,277.6626,140.1749,21.1896,31.6741,99.0,99.0,457.0,0,0.0,0.2677,0.3162,0.011,1,5,1
3675.0,115.0,1,0,80.0,80.0,80.0,80.0,157.6959,320.6513,63.6946,94.0479,82.887,80.0,80.0,0.0,0,0.0,0.1895,0.2135,0.0163,4,2,0
522.0,15.0,0,0,159.0,119.0,119.0,338.0,92.0666,0.0,46.3897,45.1774,39.538,119.0,119.0,0.0,0,0.0,-0.1907,-0.1907,0.0126,7,5,0
9252.0,289.0,1,1,99.0,80.0,80.0,159.0,423.7313,152.2662,400.8441,37.726,34.907,99.0,99.0,80.0,1,198.0,0.1272,0.2227,0.0048,1,5,0
1161.0,35.0,1,0,199.0,139.0,219.0,80.0,115.0761,149.8332,74.3303,46.543,52.0216,219.0,109.5,0.0,0,0.0,0.3528,0.4623,0.0457,6,2,0
9092.0,286.0,1,0,139.0,119.0,119.0,119.0,322.9478,185.4036,224.8044,104.8725,94.9868,119.0,119.0,298.0,1,179.0,0.1552,0.3162,0.0132,1,4,1
1239.0,38.0,1,0,99.0,139.0,139.0,179.0,77.9647,595.0011,110.5712,64.562,65.8217,139.0,139.0,0.0,0,0.0,0.1693,0.1693,0.0213,10,1,0
4761.0,147.0,0,1,119.0,179.0,179.0,258.0,131.6435,52.1009,95.7706,46.3303,47.7938,179.0,179.0,496.0,0,119.0,0.5071,0.4981,0.0406,5,3,0
702.0,22.0,1,1,159.0,100.0,100.0,80.0,234.5021,233.0,165.003,62.0081,73.2888,100.0,100.0,0.0,0,776.0,0.2141,0.2036,0.006,9,3,0
6347.0,187.0,1,0,239.0,99.0,99.0,159.0,410.5049,721.6171,393.0623,36.3456,45.0139,99.0,99.0,0.0,1,0.0,0.2845,0.253,0.0145,8,8,1
540.0,17.0,0,1,159.0,139.0,139.0,239.0,244.2396,210.7143,148.3678,102.1494,90.1679,139.0,139.0,0.0,0,0.0,0.1968,0.2083,0.03,5,3,0
8352.0,261.0,1,0,179.0,179.0,179.0,179.0,92.8924,59.8018,92.6175,76.5278,69.9893,179.0,179.0,0.0,0,0.0,0.3884,0.3339,0.0292,9,1,1
4201.0,134.0,1,1,219.0,179.0,179.0,179.0,291.7096,260.5389,425.3998,135.4889,126.58,219.0,219.0,1353.0,0,517.0,0.1015,0.1015,0.0113,3,2,0
2724.0,83.0,1,1,0.0,179.0,179.0,20.0,155.1137,105.9552,203.0813,56.7737,122.6968,239.0,239.0,0.0,1,239.0,0.3655,0.194,0.0239,2,1,1
755.0,22.0,0,1,80.0,258.0,258.0,199.0,307.033,117.5043,161.1986,148.6422,141.0434,258.0,258.0,0.0,1,516.0,0.1671,1.4366,0.0155,9,6,0
4555.0,142.0,1,0,139.0,219.0,219.0,99.0,95.1223,147.2175,96.0469,84.7172,83.0015,219.0,219.0,0.0,0,0.0,-0.0068,0.1347,0.0157,2,1,0
7425.0,226.0,0,0,139.0,139.0,139.0,338.0,137.1541,0.0,192.0651,45.6207,40.7185,139.0,139.0,0.0,1,0.0,0.6053,0.6053,0.017,4,1,1
1959.0,61.0,1,0,159.0,139.0,139.0,139.0,144.6046,114.7279,67.6831,89.5126,93.9747,139.0,139.0,2566.0,0,139.0,0.1259,0.0979,0.0112,4,2,0
1220.0,38.0,1,1,139.0,219.0,219.0,318.0,100.6007,123.4555,94.8472,65.9735,72.2305,219.0,219.0,537.0,0,0.0,0.0083,0.0438,0.0336,1,1,1
1064.0,32.0,1,1,179.0,358.0,358.0,179.0,110.0227,304.6609,118.1059,108.6105,107.9352,179.0,179.0,179.0,0,0.0,0.0834,0.1034,0.0543,1,4,0
857.0,26.0,1,0,199.0,238.0,238.0,239.0,67.1751,157.1631,26.1725,34.9178,49.1859,238.0,238.0,0.0,0,0.0,0.0309,0.1039,0.0608,1,2,0
1453.0,44.0,1,0,99.0,119.0,357.0,179.0,199.5858,207.0006,265.5899,73.2069,69.5935,357.0,178.5,0.0,0,0.0,0.3691,0.3776,0.0239,10,3,0
1730.0,54.0,1,0,139.0,99.0,338.0,99.0,613.3574,170.0,716.1899,102.5195,101.5308,338.0,169.0,0.0,0,338.0,0.2758,0.1538,0.0558,5,1,1
2629.0,79.0,1,0,199.0,379.0,379.0,299.0,87.5014,300.4813,39.4462,94.1409,92.8036,379.0,379.0,837.0,1,0.0,0.8685,1.5165,0.0401,2,4,1
6972.0,212.0,1,0,179.0,99.0,99.0,139.0,221.8203,101.3903,157.9272,63.6965,98.4124,99.0,99.0,0.0,0,0.0,0.4928,0.3783,0.0143,4,3,1
8254.0,257.0,1,0,179.0,139.0,139.0,219.0,82.0549,123.0254,39.2173,77.0146,95.7079,139.0,139.0,0.0,1,139.0,0.2954,0.4109,0.0333,1,4,1
2372.0,75.0,0,1,359.0,199.0,199.0,219.0,151.8988,91.5874,140.4279,59.397,64.7341,199.0,199.0,0.0,0,199.0,0.9107,0.7677,0.0206,2,2,1
7128.0,217.0,1,0,139.0,119.0,119.0,119.0,200.6103,74.2428,191.2067,35.9201,30.0416,119.0,119.0,0.0,0,0.0,0.1916,0.1211,0.031,5,2,1
1140.0,34.0,1,0,80.0,139.0,139.0,139.0,224.831,221.338,179.0028,70.7001,59.7097,139.0,139.0,0.0,0,0.0,0.3803,0.2768,0.018,7,3,1
