Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile
1,9,1,0,4,0,0,76,11,2198.0,1,11,524460.0,185090.0,-0.206334,51.550981,1,4,1,2.0,0.0,0.0,0,1,1,0,76,11,0,0,9,4
2,9,10,0,0,0,0,66,10,2979.0,1,1,364935.0,364508.0,-2.526082,53.17651400000001,7,2,4,130.0,5074.0,0.0,0,1,2,0,10,2,0,0,9,1
2,9,15,0,4,0,0,31,6,1598.0,1,9,412837.0,551317.0,-1.801569,54.856484,11,4,3,169.0,6309.0,0.0,0,1,1,0,49,8,0,0,9,5
1,21,18,0,0,0,0,62,9,10837.0,2,2,451213.0,203562.0,-1.2599,51.728443,43,2,1,483.0,34.0,0.0,1,2,1,0,46,8,0,0,9,5
1,11,18,0,0,0,0,41,7,5900.0,2,10,485815.0,239194.0,-0.750157,52.04450900000001,43,2,1,479.0,8096.0,1098.0,0,1,1,0,27,6,0,0,11,9
1,9,18,0,0,0,0,30,6,1242.0,1,8,346940.0,405670.0,-2.802212,53.544974,4,2,3,84.0,0.0,5312.0,0,2,1,0,18,4,0,0,90,9
1,3,18,0,0,0,0,30,6,124.0,1,5,530630.0,174220.0,-0.121418,51.451903,1,2,1,9.0,23.0,0.0,0,1,1,0,30,6,0,0,3,4
1,9,10,0,0,10,0,85,11,1591.0,1,5,417422.0,92215.0,-1.754521,50.729295,55,2,2,641.0,340.0,0.0,0,1,1,0,85,11,0,0,9,9
1,9,11,0,0,0,0,34,6,1198.0,1,8,380000.0,431980.0,-2.305014,53.783756,4,1,2,72.0,65.0,679.0,1,1,1,1,34,6,0,0,9,2
1,2,15,0,0,0,0,35,6,50.0,1,15,430111.0,431741.0,-1.544524,53.78113199999999,13,2,1,204.0,653.0,0.0,0,1,1,1,35,6,0,0,2,2
5,9,3,0,0,0,0,40,7,1560.0,2,9,430020.0,278890.0,-1.560135,52.407198,20,5,1,302.0,0.0,45.0,0,4,1,1,38,7,0,0,9,9
1,9,18,0,0,0,0,56,9,1242.0,1,6,544140.0,186870.0,0.078048,51.562295,1,1,2,14.0,0.0,0.0,0,1,2,0,47,8,1,9,0,4
1,9,18,0,0,0,0,77,11,1461.0,2,11,418916.0,431935.0,-1.7144009999999998,53.7834,13,2,3,200.0,0.0,0.0,0,1,2,1,60,9,0,0,9,1
1,9,18,0,0,0,0,53,8,1598.0,1,4,433907.0,396624.0,-1.490731,53.465273,14,1,1,215.0,0.0,0.0,0,1,1,0,11,3,5,3,0,9
1,8,3,0,0,0,0,44,7,1598.0,2,3,446112.0,422223.0,-1.303129,53.694422,13,3,2,206.0,645.0,0.0,0,2,2,1,27,6,0,0,9,2
5,9,18,0,0,0,0,41,7,1598.0,1,11,512086.0,198838.0,-0.380329,51.677135,41,5,1,437.0,41.0,0.0,0,3,1,1,25,5,0,0,9,7
1,9,18,0,0,0,0,54,8,1298.0,1,13,353320.0,339970.0,-2.696281,52.955062,22,2,1,286.0,0.0,0.0,1,2,1,0,25,5,0,0,1,4
1,9,4,0,0,0,0,28,6,1198.0,1,2,537940.0,181000.0,-0.013636,51.511097,1,2,1,5.0,13.0,0.0,0,1,1,1,28,6,0,0,9,2
3,9,14,0,4,0,0,50,8,1339.0,1,7,518800.0,191370.0,-0.28580500000000003,51.60864,1,3,3,29.0,461.0,0.0,0,3,2,1,30,6,0,0,9,8
1,9,11,0,0,0,0,70,10,1686.0,2,13,541660.0,296800.0,0.087851,52.55061800000001,35,2,1,392.0,1101.0,0.0,0,2,3,1,75,10,0,0,1,7
1,9,4,0,0,0,0,20,4,1229.0,1,8,522290.0,183810.0,-0.23806,51.539951,1,2,1,28.0,4000.0,0.0,0,2,1,1,25,5,0,0,9,7
1,9,18,0,0,0,0,54,8,1975.0,1,8,545270.0,185060.0,0.093591,51.545742,1,1,1,16.0,124.0,0.0,0,1,1,0,58,9,1,1,0,5
2,9,18,0,0,6,0,32,6,1229.0,1,3,524795.0,200097.0,-0.196166,51.685772,41,2,4,33.0,25.0,0.0,1,2,4,0,3,1,0,0,9,6
1,9,18,0,0,8,0,48,8,1998.0,2,10,296953.0,94028.0,-3.461646,50.736693,50,1,1,581.0,5.0,0.0,1,1,1,1,48,8,0,0,9,4
1,9,18,0,0,0,0,19,4,1299.0,1,13,357590.0,428360.0,-2.644607,53.749873,4,2,1,83.0,6.0,0.0,1,1,1,1,19,4,0,0,9,2
1,9,17,0,0,0,0,53,8,1560.0,2,2,402190.0,262490.0,-1.969334,52.260572,22,2,2,274.0,0.0,0.0,1,1,2,1,3,1,0,0,9,8
1,9,16,0,0,0,0,29,6,1398.0,2,12,256662.0,135808.0,-4.048709,51.103602,50,2,1,582.0,3230.0,0.0,1,1,1,1,29,6,0,0,9,1
1,9,18,0,0,0,0,74,10,1560.0,2,1,461550.0,482667.0,-1.05718,54.236015,12,2,4,185.0,170.0,0.0,1,1,1,0,74,10,0,0,9,5
2,9,18,0,0,0,0,36,7,1598.0,2,3,415829.0,430760.0,-1.761311,53.77294200000001,13,2,1,200.0,641.0,0.0,0,2,1,1,36,7,0,0,9,8
2,9,10,0,0,0,0,35,6,1587.0,1,11,574030.0,188833.0,0.509822,51.571506,42,2,2,450.0,0.0,0.0,0,2,1,1,35,6,0,0,9,4
4,9,3,0,0,0,0,32,6,1910.0,2,10,355276.0,115473.0,-2.637864,50.936957,52,4,4,610.0,30.0,0.0,0,2,1,1,57,9,0,0,9,7
3,9,18,0,0,0,0,30,6,1461.0,2,5,530260.0,268890.0,-0.091042,52.302691,35,3,1,393.0,14.0,14.0,1,3,2,1,30,6,0,0,9,5
2,9,4,0,0,0,0,38,7,1998.0,1,11,427191.0,575069.0,-1.575744,55.069348,10,2,1,139.0,189.0,0.0,1,2,1,0,38,7,0,0,9,3
1,9,16,0,0,4,0,17,4,973.0,1,13,423949.0,486658.0,-1.633726,54.275013,12,1,3,181.0,42.0,0.0,1,1,3,1,14,3,0,0,9,8
1,5,18,0,0,0,0,42,7,839.0,1,6,539790.0,178640.0,0.012072,51.489436,1,1,1,6.0,102.0,0.0,0,1,1,0,42,7,0,0,5,8
1,9,18,0,0,0,0,42,7,1997.0,2,3,290924.0,63573.0,-3.538098,50.461812,50,3,3,587.0,379.0,0.0,1,2,2,0,70,10,0,0,9,3
2,19,9,0,0,0,0,36,7,2987.0,2,7,350913.0,395139.0,-2.7406080000000004,53.450712,5,2,1,92.0,0.0,58.0,0,1,1,1,52,8,0,0,5,2
1,9,12,0,0,0,0,43,7,2184.0,2,11,458697.0,455530.0,-1.106206,53.992486,12,2,1,189.0,1237.0,0.0,1,2,1,0,24,5,0,0,3,5
1,9,9,0,0,0,0,18,4,998.0,1,4,428096.0,434518.0,-1.57485,53.806203,13,2,2,204.0,0.0,0.0,0,1,1,0,18,4,0,0,9,9
3,9,18,0,0,0,0,21,5,1198.0,1,5,336473.0,404960.0,-2.960005,53.537429,5,3,3,93.0,5147.0,0.0,0,1,1,1,29,6,0,0,9,10
1,9,18,0,0,0,0,18,4,1124.0,1,11,257227.0,145333.0,-4.0444239999999985,51.189338,50,2,1,582.0,0.0,0.0,1,1,1,0,18,4,0,0,9,5
2,9,18,0,0,0,0,43,7,3436.0,1,3,507960.0,182270.0,-0.445073,51.52903,1,2,3,26.0,4020.0,0.0,0,2,2,1,43,7,0,0,9,9
1,9,4,0,0,0,0,41,7,1968.0,2,2,368140.0,280440.0,-2.469911,52.421015,22,2,4,286.0,0.0,0.0,1,1,4,0,7,2,0,0,9,5
1,9,5,0,0,0,0,17,4,1560.0,2,6,438260.0,542004.0,-1.406805,54.77150699999999,11,2,1,169.0,1283.0,1280.0,1,2,1,1,51,8,0,0,9,2
1,9,18,0,0,0,0,51,8,1870.0,2,12,345235.0,391958.0,-2.825543,53.421562,5,2,5,90.0,0.0,0.0,0,1,1,1,51,8,0,0,9,5
1,9,9,0,0,0,0,61,9,1995.0,2,3,444460.0,327227.0,-1.341394,52.840727,33,3,1,366.0,8214.0,9204.0,1,2,1,0,17,4,0,0,3,9
1,8,18,0,0,0,0,39,7,1997.0,2,8,424692.0,322300.0,-1.635229,52.797701,21,2,2,251.0,5189.0,0.0,0,1,2,1,15,3,0,0,8,3
2,9,18,0,0,0,0,18,4,1598.0,2,3,395640.0,291800.0,-2.065692,52.52405699999999,20,2,4,305.0,457.0,0.0,0,1,3,0,0,1,0,0,9,1
1,9,9,0,0,0,0,47,8,1986.0,2,10,419148.0,430224.0,-1.710986,53.768014,13,2,1,200.0,650.0,0.0,0,2,1,0,44,7,0,0,4,10
1,11,4,0,0,0,0,49,8,9600.0,2,15,521657.0,232456.0,-0.230171,51.97726,41,1,2,433.0,120.0,120.0,0,1,1,0,81,11,0,0,11,5
1,9,18,0,0,0,0,39,7,1199.0,2,4,442680.0,370730.0,-1.362075,53.2319,30,2,2,327.0,632.0,632.0,1,1,2,0,6,2,0,0,9,4
2,9,4,0,0,0,0,25,5,1242.0,1,12,544330.0,186360.0,0.080578,51.557664,1,2,2,14.0,0.0,0.0,0,1,2,1,19,4,0,0,9,2
3,9,2,0,0,0,0,30,6,1591.0,1,4,475569.0,319146.0,-0.881494,52.764638,33,3,1,365.0,606.0,7642.0,0,3,1,1,30,6,0,0,9,7
3,9,3,0,0,0,0,62,9,2488.0,7,11,358820.0,419470.0,-2.6247700000000003,53.670073,4,3,7,73.0,61.0,0.0,1,2,7,0,17,4,0,0,9,4
4,9,3,0,0,0,0,39,7,1995.0,2,8,458929.0,401331.0,-1.112985,53.505377,14,4,4,211.0,6182.0,0.0,1,1,2,1,36,7,0,0,9,9
2,19,18,0,0,10,0,54,8,2198.0,2,3,520255.0,413461.0,-0.184078,53.603919,16,2,1,233.0,0.0,0.0,1,1,1,0,87,11,0,0,9,7
1,9,12,0,0,0,0,41,7,1598.0,2,2,385980.0,399840.0,-2.212798,53.495074,6,2,2,102.0,62.0,0.0,0,2,1,1,39,7,0,0,9,2
1,9,18,0,0,0,0,52,8,1995.0,2,3,460954.0,340903.0,-1.093995,52.962039,31,2,2,343.0,0.0,0.0,0,1,2,1,24,5,0,0,9,7
2,9,3,0,0,0,0,36,7,1794.0,1,12,443286.0,389086.0,-1.350498,53.396836,14,3,6,213.0,630.0,0.0,1,3,3,1,20,4,0,0,9,8
1,9,18,0,0,0,0,33,6,1598.0,1,3,336920.0,427620.0,-2.957865,53.741127,4,1,2,74.0,0.0,0.0,0,1,1,0,36,7,9,9,0,4
1,11,18,0,0,0,0,28,6,8268.0,2,12,511708.0,430948.0,-0.306893,53.762916,16,3,6,228.0,0.0,0.0,0,2,4,1,35,6,0,0,9,7
1,9,9,0,0,0,0,61,9,1587.0,1,13,434821.0,261058.0,-1.491405,52.246608,23,2,1,293.0,4455.0,0.0,1,2,1,0,50,8,0,0,9,9
2,5,3,0,0,0,0,37,7,1352.0,1,5,391602.0,179460.0,-2.122413,51.513999999999996,54,2,1,635.0,350.0,4.0,1,2,1,0,37,7,0,0,5,9
1,9,17,0,0,0,0,23,5,1896.0,2,8,407130.0,287950.0,-1.896424,52.48942,20,1,1,300.0,0.0,0.0,0,1,1,0,36,7,8,4,0,4
1,9,17,0,0,11,0,21,5,2993.0,2,9,389814.0,361476.0,-2.15376,53.150323,21,2,3,256.0,86.0,0.0,1,2,1,1,49,8,0,0,9,10
1,9,9,0,0,0,0,50,8,1560.0,2,2,456935.0,303630.0,-1.160295,52.62745200000001,33,2,5,364.0,0.0,2541.0,0,1,1,1,50,8,0,0,9,1
1,9,3,0,0,0,0,54,8,1992.0,2,9,350440.0,314570.0,-2.735278,52.726491,22,2,1,286.0,5062.0,0.0,0,1,1,1,79,11,0,0,9,2
1,9,5,0,0,0,0,55,8,1242.0,1,1,404700.0,285670.0,-1.932242,52.468948,20,2,1,300.0,4124.0,4284.0,0,2,1,1,47,8,0,0,9,1
1,9,7,0,0,0,0,47,8,4163.0,1,6,283707.0,77582.0,-3.644105,50.586355,50,2,1,585.0,3344.0,0.0,1,2,1,1,66,10,0,0,9,8
2,9,18,0,0,0,0,46,8,1598.0,1,13,542260.0,184610.0,0.050031,51.542465,1,2,3,17.0,117.0,0.0,0,1,1,0,44,7,0,0,9,2
1,3,18,0,0,0,0,31,6,125.0,1,2,532960.0,180930.0,-0.085381,51.51166,48,1,2,570.0,10.0,0.0,0,1,2,1,29,6,4,9,0,2
1,9,18,0,10,6,0,19,4,1299.0,1,8,554260.0,180290.0,0.22105,51.500502,1,1,2,15.0,13.0,0.0,1,1,1,1,19,4,0,0,9,2
2,9,18,0,0,0,0,42,7,1796.0,1,8,543660.0,177560.0,0.06733600000000001,51.478762,1,2,2,6.0,0.0,0.0,0,1,1,1,25,5,0,0,9,5
2,9,3,0,0,0,0,21,5,1595.0,1,16,529160.0,272360.0,-0.105834,52.334129,35,3,5,393.0,1123.0,0.0,1,3,3,1,44,7,0,0,9,9
2,19,18,0,4,0,0,21,5,1998.0,2,12,456152.0,387401.0,-1.157329,53.380484,14,3,3,213.0,6463.0,0.0,1,1,3,0,28,6,0,0,9,1
2,9,16,0,0,0,0,28,6,973.0,1,13,453663.0,403121.0,-1.192066,53.522027,14,2,4,211.0,0.0,0.0,0,2,3,1,7,2,0,0,9,3
1,9,17,6,0,0,0,50,8,1968.0,2,8,496521.0,179358.0,-0.610715,51.504923,43,2,5,473.0,7302.0,7302.0,0,2,3,0,65,9,0,0,11,6
1,9,5,0,0,0,0,77,11,1560.0,2,7,410492.0,278824.0,-1.847195,52.407323,20,2,1,306.0,0.0,0.0,0,2,1,0,47,8,0,0,1,5
1,9,2,0,0,0,0,19,4,1248.0,2,8,415306.0,431409.0,-1.7692139999999998,53.77879,13,2,2,200.0,0.0,0.0,0,1,1,1,19,4,0,0,9,8
1,19,4,0,0,0,0,37,7,2198.0,2,3,303767.0,140930.0,-3.377526,51.1595,52,2,2,609.0,39.0,0.0,1,1,1,0,37,7,0,0,19,10
3,9,18,0,0,0,0,71,10,1598.0,2,1,505360.0,429751.0,-0.403557,53.753482,16,3,3,228.0,0.0,0.0,0,2,3,1,27,6,0,0,9,5
2,19,3,0,0,0,0,38,7,2463.0,2,9,427524.0,564725.0,-1.571522,54.976380000000006,10,2,3,147.0,1314.0,1159.0,0,2,2,0,24,5,0,0,19,5
1,3,17,0,0,10,0,19,4,124.0,1,8,455051.0,334600.0,-1.182933,52.906023,31,1,1,346.0,0.0,0.0,0,1,1,0,19,4,0,0,3,1
1,9,16,0,0,4,0,35,6,1796.0,1,8,351260.0,475660.0,-2.748166,54.174401,4,1,1,76.0,6.0,0.0,1,1,1,0,4,1,0,0,9,3
1,9,18,0,0,0,0,21,5,998.0,1,1,387600.0,401670.0,-2.188452,53.511563,6,4,1,102.0,6393.0,0.0,0,1,1,0,27,6,0,0,9,2
1,9,18,0,0,11,0,19,4,1300.0,1,20,420670.0,453394.0,-1.686343,53.976201,12,3,4,182.0,6451.0,2486.0,1,2,4,1,62,9,0,0,9,10
2,9,3,0,0,0,0,24,5,1242.0,1,1,397690.0,292570.0,-2.035483,52.530993,20,2,2,305.0,461.0,0.0,0,2,2,0,26,6,0,0,9,1
3,9,18,0,0,0,0,18,4,1299.0,1,14,251457.0,130277.0,-4.120725,51.052575,50,5,5,582.0,39.0,0.0,1,4,3,1,43,7,0,0,19,5
1,9,18,0,10,0,0,40,7,1870.0,2,12,564561.0,316639.0,0.435179,52.72237,36,3,1,407.0,47.0,0.0,1,1,1,0,40,7,0,0,9,3
2,9,9,0,0,0,0,76,11,1598.0,2,4,440035.0,556233.0,-1.377252,54.89922900000001,10,2,1,150.0,5191.0,5191.0,0,1,1,0,26,6,0,0,9,1
2,9,17,0,0,0,0,45,7,1995.0,2,13,505186.0,219211.0,-0.47392,51.861578,40,2,2,424.0,219.0,0.0,1,2,2,1,45,7,0,0,9,8
3,9,18,0,0,0,0,33,6,1984.0,1,21,421905.0,568825.0,-1.658994,55.0135,10,4,5,147.0,1.0,0.0,0,2,4,0,49,8,0,0,9,8
1,19,18,0,0,0,0,21,5,2148.0,2,10,423319.0,527736.0,-1.640179,54.644201,11,2,1,169.0,34.0,0.0,1,2,1,0,56,9,0,0,5,1
1,9,9,0,0,0,0,30,6,1299.0,1,15,441494.0,115238.0,-1.410872,50.93510300000001,44,2,1,500.0,35.0,0.0,0,2,1,0,45,7,0,0,3,5
1,9,18,0,0,0,0,29,6,1229.0,1,4,383176.0,351936.0,-2.252509,53.064399,21,4,1,253.0,34.0,0.0,1,1,1,1,29,6,0,0,9,3
1,9,18,0,0,0,0,24,5,1995.0,2,3,443654.0,389313.0,-1.344933,53.398846,14,4,3,213.0,1.0,0.0,1,2,1,1,22,5,0,0,9,4
1,9,18,0,0,0,0,20,4,1229.0,1,9,426154.0,582008.0,-1.5913469999999998,55.131756,10,3,1,139.0,6722.0,1331.0,0,2,1,1,46,8,0,0,9,6
2,9,3,0,0,0,0,25,5,1598.0,2,2,408539.0,284793.0,-1.875753,52.461018,20,4,1,300.0,0.0,0.0,0,2,1,0,25,5,0,0,9,4
1,9,18,0,0,11,0,73,10,1248.0,2,2,415029.0,436722.0,-1.7731599999999998,53.826551,13,1,1,200.0,6037.0,0.0,0,1,1,0,73,10,0,0,9,6
2,4,18,0,0,0,0,50,8,493.0,1,1,529400.0,183100.0,-0.135857,51.531987,1,2,1,2.0,4200.0,0.0,0,2,1,0,50,8,0,0,4,4
1,9,9,0,0,0,0,46,8,1598.0,1,17,418329.0,431154.0,-1.723356,53.776402,13,1,1,200.0,0.0,0.0,0,1,1,0,32,6,4,3,0,1
1,3,18,0,0,0,0,23,5,125.0,1,7,547430.0,178780.0,0.122094,51.488755,1,2,1,6.0,2041.0,213.0,0,1,1,0,23,5,0,0,3,2
1,9,4,0,0,0,0,37,7,1248.0,2,1,328292.0,391033.0,-3.080238,53.411214,5,4,2,95.0,53.0,0.0,1,3,1,1,21,5,0,0,9,9
2,9,16,0,0,0,0,30,6,1998.0,1,7,442219.0,539710.0,-1.345603,54.750576,11,2,3,169.0,0.0,0.0,0,1,1,1,24,5,0,0,9,1
1,19,18,0,0,0,0,20,4,1968.0,2,7,513870.0,174470.0,-0.362426,51.457765,1,2,1,24.0,361.0,361.0,0,2,1,0,22,5,0,0,19,5
1,9,11,0,0,0,0,22,5,1582.0,2,3,346911.0,374902.0,-2.797459,53.268438,7,2,3,130.0,56.0,0.0,1,2,2,1,38,7,0,0,9,2
1,9,18,0,0,7,0,23,5,1999.0,1,10,514674.0,196273.0,-0.34375700000000003,51.65356,41,3,2,33.0,1.0,0.0,1,1,1,1,23,5,0,0,9,8
2,9,3,0,0,0,0,23,5,1598.0,1,2,402849.0,337982.0,-1.959055,52.939225,21,3,1,256.0,522.0,0.0,1,2,1,1,23,5,0,0,9,9
1,9,18,0,0,0,0,35,6,1389.0,1,10,477285.0,261575.0,-0.8694209999999999,52.24693900000001,34,1,1,384.0,4500.0,0.0,0,1,1,0,67,10,5,1,0,6
2,9,18,0,0,0,0,44,7,998.0,1,12,409600.0,289000.0,-1.860018,52.498822,20,2,1,300.0,47.0,0.0,0,2,1,1,44,7,0,0,9,1
2,9,18,0,0,0,0,37,7,1560.0,2,8,415608.0,290303.0,-1.771457,52.510398,20,2,3,306.0,0.0,0.0,0,1,1,0,23,5,0,0,9,1
2,9,9,0,0,0,0,42,7,1769.0,1,12,535420.0,162580.0,-0.056962,51.346176,1,2,1,20.0,2022.0,0.0,0,1,1,0,40,7,0,0,3,9
2,9,2,0,0,0,0,36,7,998.0,1,14,414023.0,433871.0,-1.788572,53.800955,13,3,4,200.0,0.0,0.0,0,1,1,0,20,4,0,0,9,7
1,9,18,0,0,0,0,17,4,1124.0,1,14,362378.0,136721.0,-2.539009,51.128523,52,1,1,606.0,0.0,0.0,1,1,1,1,17,4,0,0,9,6
2,9,9,0,0,0,0,36,7,998.0,1,3,524312.0,322599.0,-0.158132,52.786657,32,2,3,354.0,151.0,851.0,0,2,2,1,36,7,0,0,9,7
2,9,18,0,0,0,0,22,5,1560.0,2,8,256053.0,54993.0,-4.025805,50.377171,50,3,2,584.0,0.0,0.0,1,3,2,0,47,8,0,0,19,8
1,9,17,0,0,2,0,23,5,1108.0,1,12,587147.0,282311.0,0.74985,52.406792,36,2,2,400.0,0.0,0.0,0,1,2,1,23,5,0,0,9,2
1,9,1,0,0,0,0,29,6,1598.0,1,11,455207.0,206307.0,-1.201643,51.752743,43,2,1,482.0,320.0,0.0,0,2,1,1,53,8,0,0,22,3
1,9,17,0,12,4,0,22,5,1398.0,2,6,382472.0,87235.0,-2.249472,50.684502,55,1,2,644.0,33.0,0.0,1,1,2,0,22,5,0,0,9,2
2,9,3,0,0,0,0,39,7,1299.0,1,15,458069.0,261349.0,-1.150879,52.247267,34,2,1,381.0,425.0,45.0,0,2,1,1,39,7,0,0,9,9
2,9,18,0,0,0,0,18,4,1229.0,1,1,439311.0,114246.0,-1.442043,50.926335,44,2,1,500.0,3057.0,35.0,0,1,1,1,51,8,0,0,9,9
2,9,9,0,0,0,0,19,4,1124.0,1,15,388879.0,106391.0,-2.159367,50.856923,55,2,1,642.0,3082.0,85.0,0,2,1,1,19,4,0,0,9,7
2,9,3,0,0,0,0,48,8,1968.0,2,7,387483.0,348298.0,-2.188096,53.031816000000006,21,2,1,257.0,53.0,0.0,0,2,1,0,48,8,0,0,9,7
1,9,18,0,0,10,0,31,6,2799.0,1,19,387429.0,221228.0,-2.184067,51.889463,53,2,2,625.0,4063.0,0.0,0,1,2,0,31,6,0,0,9,9
2,9,2,0,0,11,0,27,6,998.0,1,8,409707.0,420135.0,-1.854527,53.677593,13,2,2,202.0,0.0,0.0,1,1,2,0,4,1,0,0,9,4
1,9,5,0,0,0,0,66,10,1248.0,2,2,443114.0,288679.0,-1.366405,52.494323,23,2,3,292.0,4114.0,4109.0,1,1,1,0,66,10,0,0,9,4
3,9,18,0,0,0,0,38,7,1595.0,1,7,414930.0,286780.0,-1.7816040000000002,52.478745,20,3,1,300.0,0.0,0.0,0,3,1,1,20,4,0,0,9,1
1,9,2,0,0,0,0,55,8,1388.0,1,10,480223.0,171316.0,-0.8473040000000001,51.435173,43,3,1,475.0,4.0,329.0,1,2,1,0,33,6,0,0,9,7
1,9,9,0,0,0,0,36,7,1968.0,2,5,429483.0,566995.0,-1.540684,54.996667,10,2,2,148.0,186.0,2027.0,0,1,1,1,36,7,0,0,9,6
2,19,2,0,0,0,0,50,8,1995.0,2,3,520910.0,190460.0,-0.25566300000000003,51.600013,1,2,1,30.0,0.0,0.0,0,1,1,0,22,5,0,0,4,5
4,9,10,0,0,0,0,49,8,1390.0,1,8,393620.0,398700.0,-2.097614,53.484977,6,5,5,110.0,627.0,627.0,0,2,3,1,22,5,0,0,9,1
2,9,18,0,0,0,0,56,9,3200.0,2,12,399040.0,301280.0,-2.01561,52.609298,20,2,2,307.0,0.0,0.0,0,2,1,0,56,9,0,0,9,6
1,5,16,0,0,0,0,42,7,988.0,1,11,451737.0,397901.0,-1.221973,53.475304,14,2,1,211.0,0.0,0.0,1,1,1,0,42,7,0,0,5,4
2,9,18,0,0,0,0,45,7,1995.0,2,8,332320.0,429090.0,-3.027919,53.753759,4,2,2,74.0,5233.0,0.0,0,1,1,0,23,5,0,0,9,2
1,5,4,0,0,0,0,20,4,955.0,1,12,527840.0,272630.0,-0.125093,52.336864,35,2,1,393.0,1123.0,0.0,1,1,1,0,20,4,0,0,5,8
1,9,11,0,0,0,0,82,11,1686.0,2,13,453823.0,203146.0,-1.222179,51.72446,43,2,2,482.0,4142.0,0.0,0,2,2,1,48,8,0,0,9,3
1,9,3,0,0,0,0,19,4,1329.0,1,6,460639.0,401721.0,-1.0871309999999998,53.508688,14,3,2,211.0,638.0,0.0,0,2,2,0,32,6,0,0,9,4
6,9,18,0,0,0,0,44,7,1341.0,1,11,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,1,4,22,0,51,8,0,0,9,10
2,9,16,0,0,0,0,31,6,2191.0,2,2,569962.0,245599.0,0.479029,52.082654,37,2,1,414.0,1061.0,0.0,1,1,1,0,56,9,0,0,9,9
2,9,4,0,0,0,0,53,8,1995.0,2,3,535540.0,265860.0,-0.014873,52.274191,35,4,1,395.0,14.0,0.0,1,1,1,1,65,9,0,0,9,9
2,9,4,0,0,0,0,31,6,1984.0,1,14,304978.0,141075.0,-3.360252,51.161006,52,3,2,609.0,39.0,0.0,1,2,2,1,31,6,0,0,9,4
3,9,3,0,0,0,0,27,6,1248.0,2,11,430877.0,537415.0,-1.5220479999999998,54.730775,11,3,3,169.0,177.0,688.0,1,2,2,1,27,6,0,0,9,6
1,9,9,0,0,0,0,29,6,998.0,1,2,405550.0,265510.0,-1.920057,52.2877,22,2,1,274.0,0.0,0.0,0,1,1,1,29,6,0,0,9,4
1,9,18,0,0,11,0,20,4,1149.0,1,13,331357.0,389340.0,-3.033768,53.396407,5,2,2,95.0,0.0,0.0,0,2,2,0,22,5,0,0,19,1
1,9,18,0,0,2,0,36,7,2184.0,2,8,407210.0,373580.0,-1.893379,53.259176,30,2,1,325.0,0.0,0.0,0,1,1,1,5,1,10,5,0,3
1,9,7,0,0,0,0,41,7,1968.0,2,4,413842.0,416919.0,-1.792072,53.64859499999999,13,3,4,203.0,640.0,0.0,0,3,3,0,11,3,0,0,9,4
1,9,18,0,4,0,0,40,7,1596.0,1,13,563048.0,179069.0,0.346985,51.487068,42,4,1,462.0,0.0,0.0,0,1,2,0,40,7,0,0,9,9
1,9,5,9,0,0,0,67,10,999.0,1,2,355520.0,412880.0,-2.67377,53.610573,4,1,1,73.0,0.0,49.0,1,1,1,1,83,11,0,0,9,8
1,9,5,0,0,0,0,47,8,1794.0,1,13,368360.0,428570.0,-2.481314,53.75252800000001,4,2,1,70.0,0.0,0.0,0,2,1,1,34,6,0,0,9,3
2,9,4,0,0,0,0,23,5,1248.0,2,6,384630.0,437250.0,-2.235012,53.83128000000001,4,2,2,77.0,65.0,0.0,0,2,2,1,23,5,0,0,9,1
1,9,10,0,0,0,0,75,10,1364.0,1,8,412072.0,187746.0,-1.827147,51.58844000000001,54,2,1,633.0,4534.0,0.0,1,1,1,1,75,10,0,0,9,2
1,9,7,0,0,11,0,47,8,1998.0,1,11,407593.0,91108.0,-1.893805,50.71955,55,2,2,640.0,0.0,0.0,0,2,2,0,58,9,0,0,9,2
1,11,5,0,0,0,0,44,7,8268.0,2,12,551420.0,188410.0,0.183656,51.574226,1,1,1,15.0,0.0,0.0,0,1,1,1,89,11,0,0,11,3
1,9,9,0,0,0,0,54,8,1910.0,2,6,335098.0,390337.0,-2.977722,53.405841,5,2,1,91.0,0.0,0.0,0,2,1,0,17,4,0,0,3,4
2,9,18,0,0,0,0,64,9,1360.0,1,5,156062.0,36213.0,-5.417836,50.175616,50,2,3,596.0,30.0,0.0,1,1,1,0,37,7,0,0,19,4
4,9,18,0,0,0,0,26,6,1998.0,1,10,360625.0,388474.0,-2.593542,53.391624,7,4,4,128.0,57.0,0.0,0,3,2,0,26,6,0,0,9,7
1,9,18,0,0,0,0,53,8,1796.0,1,15,533880.0,191330.0,-0.068175,51.6049,1,2,1,31.0,1010.0,0.0,0,1,1,1,53,8,0,0,9,1
