Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile
2,9,18,0,0,0,0,34,6,1999.0,1,9,433800.0,332270.0,-1.4991219999999998,52.88683100000001,30,2,1,323.0,81.0,171.0,0,1,1,1,66,10,0,0,9,9
1,9,18,0,0,0,0,21,5,1999.0,1,12,461502.0,340579.0,-1.085899,52.959065,31,2,3,343.0,0.0,0.0,0,2,1,1,28,6,0,0,9,4
1,9,18,0,0,0,0,72,10,1995.0,2,2,567946.0,330115.0,0.492157,52.842359,36,2,4,407.0,149.0,0.0,1,2,1,0,77,11,0,0,9,9
2,9,18,0,0,0,0,63,9,1997.0,2,9,400610.0,103566.0,-1.992707,50.831628,55,5,1,647.0,3078.0,0.0,1,2,1,0,63,9,0,0,9,9
2,9,18,0,0,10,0,24,5,1598.0,2,4,392570.0,442720.0,-2.1145080000000003,53.880619,4,2,2,77.0,0.0,0.0,1,1,1,0,33,6,0,0,9,5
2,9,2,0,0,0,0,46,8,1796.0,1,15,566978.0,181877.0,0.404864,51.511148,42,2,3,462.0,1013.0,0.0,1,2,3,1,46,8,0,0,9,8
3,9,3,0,0,0,0,29,6,1995.0,2,3,505445.0,205834.0,-0.474224,51.741299,41,3,3,431.0,414.0,0.0,1,2,3,0,9,2,0,0,9,7
2,8,5,0,0,0,0,58,9,1995.0,2,10,552499.0,213447.0,0.210144,51.798881,42,2,2,463.0,0.0,0.0,1,2,2,0,32,6,0,0,8,10
1,9,18,0,0,11,0,27,6,1149.0,1,10,416543.0,546477.0,-1.744117,54.812883,11,2,3,169.0,6301.0,0.0,1,1,1,1,27,6,0,0,9,2
2,9,18,0,0,0,0,22,5,1229.0,1,1,360369.0,389024.0,-2.59746,53.396548,7,3,2,128.0,0.0,0.0,0,2,1,0,22,5,0,0,9,10
2,9,9,0,0,0,0,36,7,1299.0,1,7,433783.0,385978.0,-1.493736,53.369593,14,2,1,215.0,625.0,0.0,0,2,1,1,36,7,0,0,9,5
2,9,3,0,0,0,0,38,7,1299.0,1,10,518970.0,299910.0,-0.245492,52.58399,35,3,1,394.0,0.0,0.0,0,2,1,0,38,7,0,0,9,1
2,9,3,0,0,0,0,46,8,1198.0,1,1,378170.0,414770.0,-2.331567,53.628999,6,2,2,101.0,6214.0,0.0,0,2,2,1,46,8,0,0,9,9
1,9,18,0,0,0,0,26,6,1599.0,1,7,518620.0,180550.0,-0.29205,51.511435,1,2,1,27.0,4020.0,406.0,0,2,1,1,36,7,0,0,5,2
2,9,18,0,0,0,0,47,8,5000.0,1,6,450354.0,113167.0,-1.28508,50.915777,44,2,1,491.0,334.0,0.0,0,1,1,0,24,5,0,0,9,8
1,9,18,0,4,0,0,24,5,1399.0,2,3,508007.0,230854.0,-0.429323,51.965681,40,4,5,424.0,199.0,0.0,1,3,4,0,28,6,0,0,19,3
2,19,5,0,0,0,0,25,5,2402.0,2,7,510210.0,178860.0,-0.413716,51.497946,1,2,2,26.0,312.0,0.0,0,1,1,1,28,6,0,0,9,5
1,9,9,0,0,0,0,38,7,1598.0,1,15,527250.0,195380.0,-0.162388,51.642832,1,2,1,30.0,193.0,0.0,0,1,1,1,38,7,0,0,9,8
5,9,3,0,0,0,0,61,9,2148.0,2,8,292196.0,63524.0,-3.52017,50.461607,50,5,1,587.0,0.0,0.0,0,4,1,0,48,8,0,0,9,10
1,9,18,0,0,0,0,24,5,998.0,1,11,270422.0,53005.0,-3.823151,50.36264600000001,50,2,2,584.0,3196.0,0.0,1,1,1,0,24,5,0,0,9,7
1,9,18,0,0,0,0,20,4,1349.0,1,8,390754.0,290749.0,-2.137676,52.514547,20,2,3,303.0,0.0,0.0,0,2,2,1,28,6,0,0,9,9
1,9,18,0,0,0,0,39,7,1984.0,1,11,409950.0,286150.0,-1.854946,52.47319399999999,20,2,2,300.0,4145.0,0.0,0,1,2,1,38,7,0,0,9,1
1,9,11,0,0,0,0,51,8,1124.0,1,13,369392.0,381234.0,-2.461015,53.32713100000001,7,2,1,129.0,6.0,0.0,1,1,1,1,51,8,0,0,9,7
1,9,17,0,0,4,0,27,6,1951.0,2,10,189082.0,63683.0,-4.9714269999999985,50.435013,50,1,1,596.0,0.0,0.0,1,1,1,0,27,6,0,0,9,5
1,9,18,0,0,0,0,87,11,1149.0,1,13,330537.0,408428.0,-3.050327,53.56784200000001,5,2,2,93.0,0.0,0.0,0,2,2,0,66,10,0,0,9,9
1,9,9,0,0,0,0,84,11,1991.0,2,5,360770.0,224160.0,-2.571753,51.91457800000001,22,2,1,285.0,4260.0,0.0,0,2,1,1,28,6,0,0,9,5
1,9,18,0,0,0,0,79,11,1299.0,1,13,383650.0,400690.0,-2.247963,53.502646,6,2,2,102.0,6010.0,0.0,0,1,2,1,38,7,0,0,9,5
1,9,17,0,0,0,0,43,7,1900.0,2,15,367960.0,427560.0,-2.487274,53.743426,4,2,1,70.0,0.0,0.0,0,2,1,1,27,6,0,0,9,1
1,9,18,0,0,0,0,67,10,1242.0,1,2,366680.0,424730.0,-2.506375,53.71791,4,3,4,70.0,0.0,0.0,1,3,4,1,65,9,0,0,9,8
2,21,11,0,0,0,0,58,9,5880.0,2,10,427649.0,430977.0,-1.581954,53.774401,13,3,1,204.0,6110.0,621.0,0,3,1,1,47,8,0,0,8,1
1,9,18,0,0,0,0,31,6,1753.0,2,14,615568.0,217341.0,1.125941,51.813111,42,1,2,461.0,0.0,0.0,1,1,2,0,31,6,0,0,9,1
1,9,18,0,9,0,0,39,7,1461.0,2,9,446457.0,271535.0,-1.319545,52.339935,23,1,1,292.0,45.0,45.0,1,1,1,1,39,7,0,0,9,6
2,2,13,0,0,0,0,22,5,124.0,1,3,357006.0,176976.0,-2.620638,51.490086,52,2,1,601.0,4018.0,0.0,0,2,1,0,22,5,0,0,2,7
1,9,16,0,0,11,0,76,11,1586.0,1,8,495854.0,477563.0,-0.53266,54.184895,12,1,3,185.0,72.0,0.0,1,1,3,1,68,10,0,0,9,10
1,9,11,0,0,0,0,43,7,2967.0,2,2,532997.0,212677.0,-0.072784,51.796935,41,2,2,432.0,414.0,119.0,0,2,2,1,9,2,0,0,9,8
1,9,9,0,0,0,0,26,6,1587.0,1,14,361258.0,173411.0,-2.5590080000000004,51.458341,52,2,1,601.0,420.0,0.0,0,1,1,0,26,6,0,0,9,3
1,21,18,0,0,0,0,43,7,12130.0,2,13,416729.0,422106.0,-1.74812,53.695132,13,2,1,202.0,644.0,0.0,1,2,1,0,60,9,0,0,19,6
1,9,18,0,0,0,0,32,6,998.0,1,13,437352.0,290894.0,-1.451021,52.514659,23,1,1,291.0,0.0,0.0,0,1,1,1,5,1,5,2,0,4
1,9,18,0,0,0,0,36,7,1896.0,2,11,367290.0,334570.0,-2.4878,52.907558,22,2,2,286.0,0.0,0.0,0,2,2,1,14,3,0,0,9,4
2,9,10,0,0,0,0,41,7,1679.0,1,15,507400.0,427013.0,-0.373581,53.728467,16,2,4,228.0,63.0,1166.0,0,2,4,0,13,3,0,0,9,8
2,9,9,0,0,0,0,54,8,1910.0,2,8,529360.0,178750.0,-0.13802799999999998,51.492904,1,2,2,1.0,202.0,324.0,0,1,2,0,56,9,0,0,8,4
1,19,9,0,0,0,0,54,8,1461.0,2,4,522420.0,182960.0,-0.23648200000000005,51.532284,1,2,1,28.0,404.0,0.0,0,2,1,0,16,4,0,0,2,10
2,9,18,0,0,0,0,25,5,998.0,1,3,444862.0,399296.0,-1.3253469999999998,53.488471,14,2,3,213.0,6022.0,0.0,0,1,3,1,18,4,0,0,9,5
1,3,18,0,0,0,0,22,5,125.0,1,4,531200.0,179610.0,-0.111219,51.50020900000001,1,2,1,9.0,300.0,0.0,0,1,1,0,22,5,0,0,3,3
1,9,18,0,0,0,0,26,6,1975.0,1,8,572347.0,188880.0,0.485584,51.572444,42,3,1,450.0,1464.0,0.0,0,2,1,1,59,9,0,0,9,2
2,9,3,0,0,0,0,32,6,1388.0,1,6,520200.0,298620.0,-0.227815,52.572129,35,2,1,394.0,1139.0,0.0,0,2,1,1,32,6,0,0,9,6
1,9,18,0,0,1,0,58,9,1998.0,1,2,428053.0,556649.0,-1.564043,54.90378000000001,10,2,2,146.0,1231.0,0.0,1,1,1,0,58,9,0,0,9,9
1,9,18,0,0,0,0,82,11,998.0,1,4,357870.0,409880.0,-2.6378470000000003,53.58380500000001,6,1,1,114.0,5106.0,5239.0,0,1,1,1,74,10,0,0,9,6
1,9,16,0,0,0,0,34,6,1998.0,1,16,418425.0,563494.0,-1.713752,54.965736,10,1,2,146.0,695.0,0.0,1,1,1,0,34,6,0,0,9,7
3,9,3,0,0,0,0,69,10,1560.0,2,3,378910.0,251600.0,-2.309732,52.162264,22,3,2,273.0,4103.0,0.0,1,2,2,1,41,7,0,0,9,7
1,9,18,0,0,0,0,38,7,2496.0,2,13,538420.0,183690.0,-0.005667,51.535152,1,2,3,17.0,11.0,11.0,0,2,2,1,15,3,0,0,9,1
2,9,18,0,0,0,0,33,6,1956.0,2,5,339180.0,387929.0,-2.915865,53.384687,5,2,3,91.0,0.0,5058.0,0,1,2,0,17,4,0,0,9,8
1,9,9,0,0,0,0,49,8,1299.0,1,11,457827.0,306466.0,-1.146623,52.652849,33,2,1,364.0,1357.0,2800.0,0,2,1,0,42,7,0,0,9,5
1,9,18,0,0,0,0,35,6,1796.0,1,13,601800.0,224784.0,0.930834,51.885079,42,2,1,455.0,0.0,0.0,0,2,1,0,46,8,0,0,9,4
1,9,18,0,0,2,0,84,11,1240.0,1,11,473652.0,424725.0,-0.885523,53.713755000000006,16,1,1,231.0,0.0,0.0,0,1,1,1,84,11,0,0,9,4
3,9,18,0,0,0,0,80,11,1595.0,1,6,457670.0,334248.0,-1.14406,52.902585,31,3,2,347.0,60.0,0.0,1,1,1,1,43,7,0,0,9,10
1,9,18,0,0,0,0,42,7,1796.0,1,11,598919.0,224951.0,0.889126,51.887613,42,2,3,455.0,1124.0,0.0,0,2,3,0,8,2,0,0,9,4
2,9,18,0,0,0,0,48,8,2460.0,2,10,428610.0,276420.0,-1.581072,52.385068,20,2,3,302.0,0.0,0.0,0,2,2,1,48,8,0,0,9,9
1,9,4,0,0,0,0,37,7,1995.0,1,9,369520.0,427730.0,-2.463639,53.745047,4,2,3,70.0,0.0,0.0,0,2,3,1,8,2,0,0,8,1
2,9,18,0,0,0,0,26,6,2720.0,2,8,385270.0,397620.0,-2.223395,53.4751,6,4,1,102.0,0.0,0.0,0,2,1,0,26,6,0,0,9,5
1,9,9,0,0,0,0,32,6,1910.0,2,8,446228.0,481989.0,-1.2923360000000002,54.231531,12,2,2,181.0,170.0,89.0,1,2,2,1,55,8,0,0,5,2
1,9,18,0,0,0,0,45,7,1248.0,1,1,503043.0,489294.0,-0.4185180000000001,54.288893,12,1,1,186.0,184.0,0.0,0,1,1,0,3,1,5,4,0,2
1,3,12,0,0,0,0,24,5,102.0,1,8,514810.0,183940.0,-0.345824,51.542689,1,1,1,27.0,0.0,0.0,0,1,1,0,24,5,0,0,3,3
1,9,17,0,0,0,0,65,9,1896.0,2,16,245213.0,140227.0,-4.21401,51.14033,50,2,2,582.0,0.0,0.0,1,1,1,0,65,9,0,0,9,7
2,9,16,0,0,0,0,49,8,1896.0,2,14,389814.0,361476.0,-2.15376,53.150323,21,2,3,256.0,86.0,0.0,1,1,2,0,22,5,0,0,9,4
2,9,4,0,0,0,0,22,5,1396.0,1,15,368140.0,280440.0,-2.469911,52.421015,22,2,4,286.0,0.0,0.0,1,1,3,1,9,2,0,0,9,5
1,9,9,0,0,0,0,35,6,973.0,1,13,518860.0,299890.0,-0.247122,52.583834,35,2,1,394.0,0.0,0.0,0,2,1,0,44,7,0,0,1,2
1,9,5,0,0,0,0,45,7,1995.0,2,3,525429.0,199422.0,-0.187242,51.679565,41,2,2,33.0,1000.0,117.0,1,1,1,1,13,3,0,0,9,8
2,9,3,0,0,0,0,41,7,1364.0,2,1,616356.0,244816.0,1.15462,52.059456,37,3,3,412.0,1156.0,0.0,0,2,1,1,41,7,0,0,9,5
1,9,9,0,0,0,0,34,6,1124.0,1,11,498711.0,180736.0,-0.5787869999999999,51.516932,43,2,1,473.0,7302.0,7302.0,0,1,1,1,34,6,0,0,9,6
1,9,18,0,0,0,0,38,7,1560.0,2,10,495625.0,182048.0,-0.622892,51.529255,43,2,1,473.0,7302.0,0.0,0,2,1,0,37,7,0,0,1,3
1,9,4,9,10,0,0,53,8,1461.0,2,3,491702.0,334879.0,-0.6380520000000001,52.903535,32,1,3,355.0,607.0,0.0,1,1,1,0,2,1,6,7,0,3
1,9,5,0,0,7,0,41,7,1299.0,1,12,509761.0,195863.0,-0.414874,51.650855,41,2,2,437.0,74.0,203.0,0,1,1,1,41,7,0,0,9,9
2,9,18,0,0,0,0,43,7,1896.0,2,11,368770.0,430140.0,-2.475255,53.766663,4,2,2,70.0,666.0,0.0,0,2,2,0,11,3,0,0,9,2
2,9,9,0,0,0,0,41,7,1995.0,1,5,521769.0,410641.0,-0.16230999999999998,53.578236,16,2,2,233.0,0.0,0.0,1,2,2,1,12,3,0,0,9,7
1,9,17,0,0,0,0,23,5,1199.0,1,15,473811.0,317480.0,-0.907917,52.74990699999999,33,2,2,365.0,6308.0,0.0,1,2,2,0,70,10,0,0,9,10
3,9,18,0,0,0,0,37,7,1753.0,2,5,347200.0,429710.0,-2.802382,53.761054,4,3,6,74.0,584.0,583.0,1,1,1,0,22,5,0,0,9,8
2,9,3,0,0,0,0,55,8,1396.0,1,13,367700.0,428520.0,-2.491317,53.752038,4,2,1,70.0,677.0,0.0,0,1,1,0,19,4,0,0,1,2
1,9,14,0,0,0,0,82,11,1997.0,1,2,457994.0,106936.0,-1.177399,50.859036,44,1,1,492.0,32.0,0.0,0,1,1,0,24,5,9,5,0,10
2,19,10,0,0,0,0,57,9,1461.0,2,4,537700.0,195410.0,-0.011448,51.640642,1,2,1,13.0,112.0,0.0,0,2,1,1,57,9,0,0,19,2
1,9,9,0,0,0,0,35,6,1582.0,2,3,382400.0,396230.0,-2.266556,53.46251700000001,6,2,1,112.0,0.0,0.0,0,2,1,0,52,8,0,0,1,7
2,9,9,0,0,0,0,62,9,999.0,1,7,520820.0,180730.0,-0.260301,51.512587,1,2,1,27.0,0.0,0.0,0,1,1,0,21,5,0,0,3,1
2,9,18,0,0,0,0,27,6,996.0,1,2,461382.0,401544.0,-1.075964,53.507011,14,2,1,211.0,0.0,0.0,0,2,1,1,27,6,0,0,9,8
2,9,3,0,0,0,0,59,9,1398.0,2,1,380200.0,397540.0,-2.299775,53.474214,6,3,1,107.0,0.0,0.0,0,2,1,1,59,9,0,0,9,2
2,9,4,0,0,0,0,46,8,1995.0,2,4,529450.0,269170.0,-0.102807,52.305398,35,2,2,393.0,14.0,0.0,1,2,3,1,46,8,0,0,9,10
1,9,18,0,0,0,0,34,6,1598.0,2,4,491376.0,288353.0,-0.655801,52.485455,34,2,1,380.0,167.0,43.0,1,2,1,0,27,6,0,0,19,7
2,9,18,0,0,0,0,28,6,1796.0,1,11,405690.0,286080.0,-1.917662,52.472625,20,2,3,300.0,4540.0,0.0,0,2,2,0,28,6,0,0,9,1
4,9,18,0,0,0,0,53,8,1242.0,1,12,333265.0,379725.0,-3.003047,53.31024,5,4,3,95.0,53.0,0.0,1,1,1,1,46,8,0,0,9,4
3,9,3,0,0,0,0,52,8,1596.0,1,2,458055.0,337102.0,-1.137827,52.928196,31,3,2,347.0,60.0,0.0,0,2,2,0,21,5,0,0,9,4
1,9,18,0,0,2,0,20,4,1598.0,2,1,409600.0,289000.0,-1.860018,52.498822,20,2,2,300.0,47.0,0.0,0,2,1,1,39,7,0,0,9,4
1,9,18,0,0,0,0,29,6,1997.0,2,10,342999.0,383781.0,-2.8577060000000003,53.347833,5,3,9,91.0,0.0,0.0,0,1,1,1,29,6,0,0,9,1
2,9,18,0,0,0,0,46,8,1124.0,1,13,250391.0,55949.0,-4.10576,50.384349,50,2,1,583.0,3214.0,0.0,0,1,1,1,32,6,0,0,9,7
2,9,3,0,0,0,0,40,7,2720.0,2,9,421712.0,182917.0,-1.6883,51.544735,54,2,1,633.0,0.0,0.0,1,1,1,1,43,7,0,0,9,8
4,9,18,0,0,0,0,55,8,1598.0,1,9,509843.0,392924.0,-0.348548,53.421685,32,5,2,356.0,46.0,251.0,1,5,2,0,23,5,0,0,9,8
1,9,9,0,0,0,0,24,5,1405.0,1,12,433474.0,293260.0,-1.507926,52.536179,23,2,1,291.0,4115.0,0.0,0,1,1,1,24,5,0,0,9,3
2,9,4,0,0,0,0,65,9,1584.0,1,14,337620.0,427200.0,-2.947169,53.737437,4,2,1,74.0,584.0,584.0,0,2,1,1,61,9,0,0,9,10
1,9,9,0,0,0,0,52,8,998.0,1,2,533870.0,191480.0,-0.068263,51.606251,1,2,2,31.0,1010.0,0.0,0,2,2,1,32,6,0,0,9,2
1,9,18,0,0,0,0,79,11,1299.0,1,13,383650.0,400690.0,-2.247963,53.502646,6,2,2,102.0,6010.0,0.0,0,2,1,0,49,8,0,0,9,2
1,19,16,0,0,0,0,28,6,2143.0,2,3,414047.0,299888.0,-1.794055,52.59660699999999,21,5,2,252.0,38.0,0.0,1,1,1,0,28,6,0,0,19,1
1,9,9,0,0,0,0,40,7,1598.0,1,10,506840.0,223980.0,-0.448435,51.904126,40,1,1,421.0,0.0,0.0,0,1,1,1,35,6,5,1,0,5
1,9,4,6,0,0,0,66,10,1598.0,1,6,412931.0,94874.0,-1.818059,50.753323,55,6,5,640.0,338.0,0.0,1,6,3,0,18,4,0,0,9,5
1,9,11,0,0,0,0,28,6,1398.0,2,6,455819.0,337538.0,-1.171011,52.932351,31,2,5,346.0,52.0,0.0,0,1,1,0,28,6,0,0,9,7
2,9,3,0,0,0,0,50,8,1390.0,1,18,490955.0,199440.0,-0.685688,51.686361,43,3,1,478.0,413.0,0.0,1,2,1,1,50,8,0,0,9,10
2,9,3,0,0,0,0,29,6,1799.0,1,9,509568.0,432148.0,-0.338916,53.774151,16,2,1,228.0,0.0,0.0,0,2,1,0,29,6,0,0,9,7
4,9,18,0,0,0,0,61,9,1242.0,1,6,376780.0,405800.0,-2.351914,53.548316,6,4,5,101.0,667.0,0.0,1,3,3,1,44,7,0,0,9,6
2,9,13,0,0,9,0,33,6,1995.0,2,7,475599.0,393014.0,-0.8636940000000001,53.42850600000001,31,2,1,341.0,1403.0,0.0,1,2,1,0,33,6,0,0,9,7
2,9,3,0,0,0,0,27,6,1560.0,2,6,437450.0,331340.0,-1.444987,52.87823,30,2,1,323.0,514.0,0.0,0,2,1,1,27,6,0,0,9,10
2,9,18,0,0,0,0,75,10,1248.0,1,5,460839.0,340109.0,-1.095855,52.954916,31,2,2,346.0,612.0,0.0,0,2,1,1,88,11,0,0,9,6
2,9,18,0,0,0,0,52,8,1596.0,1,13,552230.0,188330.0,0.195301,51.573289,1,2,2,15.0,0.0,0.0,0,1,1,1,19,4,0,0,9,6
1,9,16,0,0,0,0,45,7,1390.0,1,9,537250.0,181800.0,-0.023261,51.518453,1,2,2,5.0,140.0,0.0,0,1,1,1,45,7,0,0,9,2
2,9,4,0,0,0,0,49,8,1796.0,1,14,512340.0,184080.0,-0.381382,51.544444,1,3,1,27.0,40.0,0.0,0,1,1,0,38,7,0,0,9,3
2,9,18,0,0,0,0,70,10,2982.0,2,9,606586.0,290601.0,1.040333,52.474227,36,2,2,400.0,157.0,0.0,1,1,2,1,25,5,0,0,9,4
2,19,4,0,0,0,0,27,6,1995.0,2,2,644961.0,289974.0,1.6037860000000002,52.452749,37,3,5,416.0,146.0,0.0,1,1,3,0,22,5,0,0,9,6
1,9,9,0,0,0,0,47,8,999.0,1,1,335057.0,390272.0,-2.978326,53.405252,5,2,3,91.0,0.0,0.0,0,1,3,1,47,8,0,0,9,9
2,9,3,0,0,0,0,51,8,1368.0,1,5,527500.0,184960.0,-0.16255999999999998,51.549134,1,3,4,2.0,502.0,0.0,0,2,2,1,51,8,0,0,9,5
2,9,18,0,0,0,0,53,8,1398.0,1,3,404112.0,564145.0,-1.937297,54.971906,10,2,5,139.0,69.0,0.0,1,1,4,0,21,5,0,0,9,2
1,9,4,0,0,0,0,49,8,2351.0,1,15,587302.0,186522.0,0.699883,51.546501,42,3,2,460.0,0.0,0.0,0,1,1,1,49,8,0,0,9,2
1,9,5,0,0,0,0,61,9,4511.0,1,8,501824.0,426484.0,-0.458238,53.72483100000001,16,2,2,231.0,15.0,164.0,1,2,2,0,29,6,0,0,9,1
2,9,18,0,0,0,0,41,7,1390.0,1,5,546530.0,180730.0,0.109949,51.50651,1,2,1,6.0,2041.0,0.0,0,1,1,0,46,8,0,0,1,1
1,9,16,0,0,0,0,50,8,2180.0,2,20,356581.0,394888.0,-2.655233,53.44895500000001,5,2,2,92.0,0.0,0.0,0,1,1,1,50,8,0,0,9,6
2,9,18,0,0,0,0,57,9,1198.0,1,12,450697.0,360523.0,-1.243599,53.13945500000001,31,2,2,340.0,617.0,6014.0,0,2,1,0,57,9,0,0,9,1
1,9,18,0,2,4,0,66,10,1586.0,1,10,571896.0,259447.0,0.514223,52.206438,37,1,1,414.0,1063.0,0.0,1,1,1,1,66,10,0,0,9,6
2,2,18,0,0,0,0,18,4,49.0,1,9,522570.0,179410.0,-0.235554,51.500347,1,2,1,11.0,402.0,0.0,0,1,1,0,19,4,0,0,2,1
1,9,4,0,0,0,0,25,5,1598.0,1,12,566704.0,246130.0,0.431787,52.088413,37,2,1,414.0,1307.0,0.0,0,2,1,0,20,4,0,0,9,9
2,9,18,0,0,0,0,41,7,2993.0,2,4,431916.0,546089.0,-1.504965,54.808657,11,2,2,169.0,690.0,0.0,1,1,1,1,63,9,0,0,9,7
1,9,3,0,0,0,0,28,6,1596.0,1,12,461120.0,305286.0,-1.098169,52.641882,33,2,1,364.0,6416.0,47.0,0,1,1,1,28,6,0,0,9,2
3,9,2,0,0,0,0,52,8,1783.0,1,12,408180.0,284350.0,-1.881047,52.457041,20,3,1,300.0,0.0,0.0,0,2,1,1,52,8,0,0,9,5
2,9,9,0,0,0,0,64,9,998.0,1,2,532444.0,341830.0,-0.029810000000000007,52.957498,32,2,2,350.0,16.0,0.0,1,2,1,1,64,9,0,0,9,8
2,9,10,0,0,10,0,47,8,2000.0,1,11,548446.0,215087.0,0.152115,51.814705,41,2,2,432.0,162.0,798.0,0,2,2,0,47,8,0,0,9,8
1,9,18,0,0,0,0,32,6,2393.0,1,13,540410.0,165840.0,0.015926,51.374261,1,2,1,19.0,0.0,0.0,0,2,1,1,79,11,0,0,9,5
1,9,1,0,0,0,0,22,5,1242.0,1,7,352120.0,427420.0,-2.727404,53.74095,4,3,1,83.0,0.0,0.0,0,1,1,0,42,7,9,9,0,8
1,9,16,0,0,0,0,52,8,2495.0,2,20,383627.0,202807.0,-2.238435,51.723741,53,2,1,624.0,266.0,0.0,1,2,1,0,59,9,0,0,19,9
2,9,18,0,0,0,0,22,5,1299.0,1,15,486652.0,201022.0,-0.747524,51.701262,43,2,1,478.0,20.0,495.0,1,1,1,0,17,4,0,0,3,8
3,21,3,0,0,0,0,37,7,10837.0,2,1,557574.0,179460.0,0.268385,51.492131,42,3,1,462.0,25.0,0.0,1,1,1,0,36,7,0,0,21,8
2,9,18,0,0,0,0,23,5,1149.0,1,7,512570.0,171970.0,-0.381924,51.435555,1,2,4,25.0,316.0,0.0,0,1,1,1,70,10,0,0,9,8
1,19,16,0,0,10,0,67,10,1868.0,2,9,399941.0,324313.0,-2.002317,52.816357,21,1,1,255.0,51.0,0.0,1,1,1,0,67,10,0,0,19,4
1,9,4,0,0,0,0,23,5,1360.0,1,12,496483.0,370335.0,-0.556381,53.221315,32,2,3,352.0,1003.0,0.0,0,2,2,1,2,1,0,0,8,4
3,98,4,0,0,0,0,61,9,3920.0,2,10,414047.0,299888.0,-1.794055,52.59660699999999,21,5,2,252.0,38.0,0.0,1,1,1,0,28,6,0,0,19,1
1,9,18,0,0,0,0,18,4,1242.0,1,9,440539.0,172383.0,-1.418028,51.44898900000001,43,6,6,471.0,4.0,0.0,1,4,5,1,27,6,0,0,9,4
2,9,18,0,0,1,0,31,6,1999.0,1,12,494054.0,330523.0,-0.604352,52.863983,32,2,1,355.0,6403.0,418.0,1,2,1,1,31,6,0,0,9,10
2,9,18,0,0,0,0,63,9,2143.0,2,4,352170.0,430610.0,-2.727141,53.769624,4,2,1,79.0,5411.0,0.0,0,2,1,1,63,9,0,0,9,6
2,9,18,0,0,0,0,43,7,1998.0,2,9,161172.0,32589.0,-5.344125,50.145161,50,2,3,596.0,3302.0,0.0,1,2,2,1,43,7,0,0,9,6
1,9,7,0,10,1,0,87,11,1598.0,1,13,442830.0,379310.0,-1.358675,53.309006,30,1,1,327.0,6052.0,99.0,0,1,1,1,87,11,0,0,9,5
2,9,18,0,0,0,0,42,7,1997.0,1,8,522850.0,187330.0,-0.228761,51.571464,1,2,6,30.0,406.0,406.0,0,1,3,1,26,6,0,0,9,5
2,9,18,0,0,0,0,64,9,1560.0,2,1,443436.0,381329.0,-1.349305,53.32710400000001,14,3,2,215.0,0.0,0.0,1,2,2,1,64,9,0,0,9,6
2,9,18,0,0,0,0,42,7,1956.0,2,3,469442.0,415208.0,-0.951425,53.628806,14,2,5,211.0,0.0,0.0,0,2,4,1,14,3,0,0,9,2
2,9,18,0,10,11,0,63,9,1997.0,1,8,590710.0,186564.0,0.748996,51.545737,42,2,1,460.0,0.0,0.0,0,1,1,0,60,9,0,0,9,1
2,9,18,0,0,0,0,53,8,1328.0,1,11,394910.0,270910.0,-2.076126,52.336249,22,2,1,270.0,448.0,0.0,0,2,1,1,53,8,0,0,9,8
2,9,18,0,0,0,0,24,5,1968.0,2,5,416277.0,418562.0,-1.75515,53.663293,13,2,3,203.0,62.0,0.0,0,1,1,1,67,10,0,0,9,3
2,2,18,0,0,0,0,19,4,124.0,1,1,537890.0,174160.0,-0.017024,51.449644,1,2,1,7.0,21.0,0.0,0,2,1,0,19,4,0,0,2,2
1,9,9,0,0,0,0,20,4,1598.0,1,10,534230.0,194050.0,-0.062084,51.62925900000001,1,2,1,32.0,0.0,0.0,0,1,1,1,19,4,0,0,9,3
1,9,18,0,0,0,0,23,5,1199.0,1,14,380790.0,384620.0,-2.290094,53.358105,6,3,3,102.0,538.0,0.0,1,2,2,0,46,8,0,0,9,2
2,9,3,0,0,0,0,54,8,1596.0,1,10,394557.0,308483.0,-2.081934,52.674024,21,2,1,254.0,6.0,0.0,1,2,1,1,25,5,0,0,9,4
1,9,18,0,0,0,0,61,9,2199.0,2,3,373990.0,398400.0,-2.3934040000000003,53.481672,6,3,3,107.0,62.0,0.0,1,2,2,1,29,6,0,0,9,4
2,9,3,0,0,0,0,29,6,1198.0,1,5,492422.0,368559.0,-0.617698,53.206076,32,3,1,353.0,46.0,0.0,1,2,1,1,29,6,0,0,9,8
2,9,18,0,0,9,0,56,9,1598.0,2,1,443390.0,364070.0,-1.352342,53.17198000000001,30,4,3,321.0,6039.0,0.0,1,3,3,1,20,4,0,0,9,3
